num_ipaddr,healthtime,machineclass
4958,2012-02-03 13:00:00,atm
17650,2012-02-03 13:00:00,multiple
1861,2012-02-03 13:00:00,compute
8192,2012-02-03 13:00:00,file server
3970,2012-02-03 13:00:00,email
10307,2012-02-03 13:00:00,web
15011,2012-02-03 13:00:00,office
6615,2012-02-03 13:00:00,loan
6622,2012-02-03 13:00:00,teller
4958,2012-02-03 13:15:00,atm
17648,2012-02-03 13:15:00,multiple
1861,2012-02-03 13:15:00,compute
8191,2012-02-03 13:15:00,file server
3968,2012-02-03 13:15:00,email
10308,2012-02-03 13:15:00,web
15010,2012-02-03 13:15:00,office
6627,2012-02-03 13:15:00,loan
6618,2012-02-03 13:15:00,teller
4958,2012-02-03 13:30:00,atm
17641,2012-02-03 13:30:00,multiple
1862,2012-02-03 13:30:00,compute
8190,2012-02-03 13:30:00,file server
3972,2012-02-03 13:30:00,email
10307,2012-02-03 13:30:00,web
15014,2012-02-03 13:30:00,office
6629,2012-02-03 13:30:00,loan
6622,2012-02-03 13:30:00,teller
4958,2012-02-03 13:45:00,atm
17654,2012-02-03 13:45:00,multiple
1861,2012-02-03 13:45:00,compute
8191,2012-02-03 13:45:00,file server
3974,2012-02-03 13:45:00,email
10308,2012-02-03 13:45:00,web
15023,2012-02-03 13:45:00,office
6627,2012-02-03 13:45:00,loan
6622,2012-02-03 13:45:00,teller
4956,2012-02-03 14:00:00,atm
17645,2012-02-03 14:00:00,multiple
1858,2012-02-03 14:00:00,compute
8196,2012-02-03 14:00:00,file server
3974,2012-02-03 14:00:00,email
10306,2012-02-03 14:00:00,web
15016,2012-02-03 14:00:00,office
6623,2012-02-03 14:00:00,loan
6623,2012-02-03 14:00:00,teller
4956,2012-02-03 14:15:00,atm
17642,2012-02-03 14:15:00,multiple
1858,2012-02-03 14:15:00,compute
8194,2012-02-03 14:15:00,file server
3974,2012-02-03 14:15:00,email
10303,2012-02-03 14:15:00,web
15007,2012-02-03 14:15:00,office
6625,2012-02-03 14:15:00,loan
6627,2012-02-03 14:15:00,teller
4956,2012-02-03 14:30:00,atm
17648,2012-02-03 14:30:00,multiple
1859,2012-02-03 14:30:00,compute
8189,2012-02-03 14:30:00,file server
3972,2012-02-03 14:30:00,email
10299,2012-02-03 14:30:00,web
15000,2012-02-03 14:30:00,office
6627,2012-02-03 14:30:00,loan
6625,2012-02-03 14:30:00,teller
4956,2012-02-03 14:45:00,atm
17641,2012-02-03 14:45:00,multiple
1860,2012-02-03 14:45:00,compute
8187,2012-02-03 14:45:00,file server
3973,2012-02-03 14:45:00,email
10303,2012-02-03 14:45:00,web
14994,2012-02-03 14:45:00,office
6625,2012-02-03 14:45:00,loan
6621,2012-02-03 14:45:00,teller
4959,2012-02-03 15:00:00,atm
17639,2012-02-03 15:00:00,multiple
1861,2012-02-03 15:00:00,compute
8186,2012-02-03 15:00:00,file server
3972,2012-02-03 15:00:00,email
10305,2012-02-03 15:00:00,web
15001,2012-02-03 15:00:00,office
6621,2012-02-03 15:00:00,loan
6622,2012-02-03 15:00:00,teller
4957,2012-02-03 15:15:00,atm
17651,2012-02-03 15:15:00,multiple
1859,2012-02-03 15:15:00,compute
8191,2012-02-03 15:15:00,file server
3973,2012-02-03 15:15:00,email
10305,2012-02-03 15:15:00,web
15010,2012-02-03 15:15:00,office
6617,2012-02-03 15:15:00,loan
6626,2012-02-03 15:15:00,teller
4959,2012-02-03 15:30:00,atm
17656,2012-02-03 15:30:00,multiple
1857,2012-02-03 15:30:00,compute
8191,2012-02-03 15:30:00,file server
3968,2012-02-03 15:30:00,email
10300,2012-02-03 15:30:00,web
15003,2012-02-03 15:30:00,office
6624,2012-02-03 15:30:00,loan
6634,2012-02-03 15:30:00,teller
4959,2012-02-03 15:45:00,atm
17648,2012-02-03 15:45:00,multiple
1858,2012-02-03 15:45:00,compute
8189,2012-02-03 15:45:00,file server
3968,2012-02-03 15:45:00,email
10301,2012-02-03 15:45:00,web
15010,2012-02-03 15:45:00,office
6628,2012-02-03 15:45:00,loan
6633,2012-02-03 15:45:00,teller
4957,2012-02-03 16:00:00,atm
17642,2012-02-03 16:00:00,multiple
1860,2012-02-03 16:00:00,compute
8192,2012-02-03 16:00:00,file server
3969,2012-02-03 16:00:00,email
10294,2012-02-03 16:00:00,web
14999,2012-02-03 16:00:00,office
6624,2012-02-03 16:00:00,loan
6625,2012-02-03 16:00:00,teller
4959,2012-02-03 16:15:00,atm
17641,2012-02-03 16:15:00,multiple
1862,2012-02-03 16:15:00,compute
8195,2012-02-03 16:15:00,file server
3971,2012-02-03 16:15:00,email
10292,2012-02-03 16:15:00,web
15004,2012-02-03 16:15:00,office
6624,2012-02-03 16:15:00,loan
6620,2012-02-03 16:15:00,teller
4958,2012-02-03 16:30:00,atm
17639,2012-02-03 16:30:00,multiple
1862,2012-02-03 16:30:00,compute
8194,2012-02-03 16:30:00,file server
3973,2012-02-03 16:30:00,email
10294,2012-02-03 16:30:00,web
15008,2012-02-03 16:30:00,office
6621,2012-02-03 16:30:00,loan
6615,2012-02-03 16:30:00,teller
4958,2012-02-03 16:45:00,atm
17637,2012-02-03 16:45:00,multiple
1862,2012-02-03 16:45:00,compute
8194,2012-02-03 16:45:00,file server
3971,2012-02-03 16:45:00,email
10298,2012-02-03 16:45:00,web
15021,2012-02-03 16:45:00,office
6620,2012-02-03 16:45:00,loan
6617,2012-02-03 16:45:00,teller
4960,2012-02-02 16:00:00,atm
17650,2012-02-02 16:00:00,multiple
1860,2012-02-02 16:00:00,compute
8191,2012-02-02 16:00:00,file server
3966,2012-02-02 16:00:00,email
10306,2012-02-02 16:00:00,web
15019,2012-02-02 16:00:00,office
6617,2012-02-02 16:00:00,loan
6635,2012-02-02 16:00:00,teller
4958,2012-02-02 16:15:00,atm
17649,2012-02-02 16:15:00,multiple
1861,2012-02-02 16:15:00,compute
8193,2012-02-02 16:15:00,file server
3969,2012-02-02 16:15:00,email
10302,2012-02-02 16:15:00,web
15009,2012-02-02 16:15:00,office
6609,2012-02-02 16:15:00,loan
6627,2012-02-02 16:15:00,teller
4959,2012-02-02 16:30:00,atm
17654,2012-02-02 16:30:00,multiple
1859,2012-02-02 16:30:00,compute
8187,2012-02-02 16:30:00,file server
3972,2012-02-02 16:30:00,email
10304,2012-02-02 16:30:00,web
14998,2012-02-02 16:30:00,office
6617,2012-02-02 16:30:00,loan
6626,2012-02-02 16:30:00,teller
4959,2012-02-02 16:45:00,atm
17652,2012-02-02 16:45:00,multiple
1858,2012-02-02 16:45:00,compute
8182,2012-02-02 16:45:00,file server
3972,2012-02-02 16:45:00,email
10303,2012-02-02 16:45:00,web
15000,2012-02-02 16:45:00,office
6616,2012-02-02 16:45:00,loan
6622,2012-02-02 16:45:00,teller
4959,2012-02-02 17:00:00,atm
17642,2012-02-02 17:00:00,multiple
1860,2012-02-02 17:00:00,compute
8183,2012-02-02 17:00:00,file server
3970,2012-02-02 17:00:00,email
10303,2012-02-02 17:00:00,web
15007,2012-02-02 17:00:00,office
6620,2012-02-02 17:00:00,loan
6615,2012-02-02 17:00:00,teller
4957,2012-02-02 17:15:00,atm
17651,2012-02-02 17:15:00,multiple
1860,2012-02-02 17:15:00,compute
8185,2012-02-02 17:15:00,file server
3971,2012-02-02 17:15:00,email
10299,2012-02-02 17:15:00,web
15009,2012-02-02 17:15:00,office
6623,2012-02-02 17:15:00,loan
6617,2012-02-02 17:15:00,teller
4956,2012-02-02 17:30:00,atm
17648,2012-02-02 17:30:00,multiple
1859,2012-02-02 17:30:00,compute
8186,2012-02-02 17:30:00,file server
3970,2012-02-02 17:30:00,email
10294,2012-02-02 17:30:00,web
15016,2012-02-02 17:30:00,office
6618,2012-02-02 17:30:00,loan
6616,2012-02-02 17:30:00,teller
4956,2012-02-02 17:45:00,atm
17646,2012-02-02 17:45:00,multiple
1858,2012-02-02 17:45:00,compute
8188,2012-02-02 17:45:00,file server
3971,2012-02-02 17:45:00,email
10298,2012-02-02 17:45:00,web
15011,2012-02-02 17:45:00,office
6619,2012-02-02 17:45:00,loan
6616,2012-02-02 17:45:00,teller
4953,2012-02-02 18:00:00,atm
17640,2012-02-02 18:00:00,multiple
1858,2012-02-02 18:00:00,compute
8186,2012-02-02 18:00:00,file server
3971,2012-02-02 18:00:00,email
10302,2012-02-02 18:00:00,web
15007,2012-02-02 18:00:00,office
6615,2012-02-02 18:00:00,loan
6620,2012-02-02 18:00:00,teller
4954,2012-02-02 18:15:00,atm
17637,2012-02-02 18:15:00,multiple
1859,2012-02-02 18:15:00,compute
8190,2012-02-02 18:15:00,file server
3970,2012-02-02 18:15:00,email
10296,2012-02-02 18:15:00,web
15017,2012-02-02 18:15:00,office
6620,2012-02-02 18:15:00,loan
6619,2012-02-02 18:15:00,teller
4956,2012-02-02 18:30:00,atm
17649,2012-02-02 18:30:00,multiple
1859,2012-02-02 18:30:00,compute
8195,2012-02-02 18:30:00,file server
3973,2012-02-02 18:30:00,email
10304,2012-02-02 18:30:00,web
15021,2012-02-02 18:30:00,office
6623,2012-02-02 18:30:00,loan
6623,2012-02-02 18:30:00,teller
4958,2012-02-02 18:45:00,atm
17648,2012-02-02 18:45:00,multiple
1858,2012-02-02 18:45:00,compute
8194,2012-02-02 18:45:00,file server
3970,2012-02-02 18:45:00,email
10307,2012-02-02 18:45:00,web
15022,2012-02-02 18:45:00,office
6625,2012-02-02 18:45:00,loan
6628,2012-02-02 18:45:00,teller
4960,2012-02-02 19:00:00,atm
17642,2012-02-02 19:00:00,multiple
1853,2012-02-02 19:00:00,compute
8197,2012-02-02 19:00:00,file server
3966,2012-02-02 19:00:00,email
10308,2012-02-02 19:00:00,web
15021,2012-02-02 19:00:00,office
6624,2012-02-02 19:00:00,loan
6631,2012-02-02 19:00:00,teller
4959,2012-02-02 19:15:00,atm
17643,2012-02-02 19:15:00,multiple
1852,2012-02-02 19:15:00,compute
8197,2012-02-02 19:15:00,file server
3969,2012-02-02 19:15:00,email
10303,2012-02-02 19:15:00,web
15020,2012-02-02 19:15:00,office
6617,2012-02-02 19:15:00,loan
6624,2012-02-02 19:15:00,teller
4959,2012-02-02 19:30:00,atm
17649,2012-02-02 19:30:00,multiple
1857,2012-02-02 19:30:00,compute
8196,2012-02-02 19:30:00,file server
3972,2012-02-02 19:30:00,email
10305,2012-02-02 19:30:00,web
15010,2012-02-02 19:30:00,office
6617,2012-02-02 19:30:00,loan
6614,2012-02-02 19:30:00,teller
4960,2012-02-02 19:45:00,atm
17653,2012-02-02 19:45:00,multiple
1858,2012-02-02 19:45:00,compute
8195,2012-02-02 19:45:00,file server
3973,2012-02-02 19:45:00,email
10305,2012-02-02 19:45:00,web
15013,2012-02-02 19:45:00,office
6616,2012-02-02 19:45:00,loan
6614,2012-02-02 19:45:00,teller
4955,2012-02-03 01:00:00,atm
17635,2012-02-03 01:00:00,multiple
1860,2012-02-03 01:00:00,compute
8187,2012-02-03 01:00:00,file server
3974,2012-02-03 01:00:00,email
10312,2012-02-03 01:00:00,web
8999,2012-02-03 01:00:00,office
4066,2012-02-03 01:00:00,loan
4000,2012-02-03 01:00:00,teller
4953,2012-02-03 01:15:00,atm
17644,2012-02-03 01:15:00,multiple
1860,2012-02-03 01:15:00,compute
8192,2012-02-03 01:15:00,file server
3973,2012-02-03 01:15:00,email
10311,2012-02-03 01:15:00,web
9002,2012-02-03 01:15:00,office
4062,2012-02-03 01:15:00,loan
4003,2012-02-03 01:15:00,teller
4956,2012-02-03 01:30:00,atm
17647,2012-02-03 01:30:00,multiple
1861,2012-02-03 01:30:00,compute
8199,2012-02-03 01:30:00,file server
3975,2012-02-03 01:30:00,email
10309,2012-02-03 01:30:00,web
9010,2012-02-03 01:30:00,office
4058,2012-02-03 01:30:00,loan
4004,2012-02-03 01:30:00,teller
4959,2012-02-03 01:45:00,atm
17640,2012-02-03 01:45:00,multiple
1857,2012-02-03 01:45:00,compute
8194,2012-02-03 01:45:00,file server
3973,2012-02-03 01:45:00,email
10302,2012-02-03 01:45:00,web
9011,2012-02-03 01:45:00,office
4058,2012-02-03 01:45:00,loan
3999,2012-02-03 01:45:00,teller
4958,2012-02-03 02:00:00,atm
17646,2012-02-03 02:00:00,multiple
1860,2012-02-03 02:00:00,compute
8193,2012-02-03 02:00:00,file server
3971,2012-02-03 02:00:00,email
10303,2012-02-03 02:00:00,web
9005,2012-02-03 02:00:00,office
4060,2012-02-03 02:00:00,loan
3995,2012-02-03 02:00:00,teller
4957,2012-02-03 02:15:00,atm
17648,2012-02-03 02:15:00,multiple
1855,2012-02-03 02:15:00,compute
8187,2012-02-03 02:15:00,file server
3968,2012-02-03 02:15:00,email
10309,2012-02-03 02:15:00,web
8994,2012-02-03 02:15:00,office
4059,2012-02-03 02:15:00,loan
3995,2012-02-03 02:15:00,teller
4956,2012-02-03 02:30:00,atm
17638,2012-02-03 02:30:00,multiple
1858,2012-02-03 02:30:00,compute
8187,2012-02-03 02:30:00,file server
3971,2012-02-03 02:30:00,email
10307,2012-02-03 02:30:00,web
8998,2012-02-03 02:30:00,office
4056,2012-02-03 02:30:00,loan
3995,2012-02-03 02:30:00,teller
4958,2012-02-03 02:45:00,atm
17630,2012-02-03 02:45:00,multiple
1859,2012-02-03 02:45:00,compute
8183,2012-02-03 02:45:00,file server
3973,2012-02-03 02:45:00,email
10299,2012-02-03 02:45:00,web
8999,2012-02-03 02:45:00,office
4057,2012-02-03 02:45:00,loan
4001,2012-02-03 02:45:00,teller
4957,2012-02-03 03:00:00,atm
17635,2012-02-03 03:00:00,multiple
1861,2012-02-03 03:00:00,compute
8187,2012-02-03 03:00:00,file server
3973,2012-02-03 03:00:00,email
10295,2012-02-03 03:00:00,web
9004,2012-02-03 03:00:00,office
4058,2012-02-03 03:00:00,loan
4006,2012-02-03 03:00:00,teller
4957,2012-02-03 03:15:00,atm
17640,2012-02-03 03:15:00,multiple
1863,2012-02-03 03:15:00,compute
8195,2012-02-03 03:15:00,file server
3971,2012-02-03 03:15:00,email
10297,2012-02-03 03:15:00,web
9001,2012-02-03 03:15:00,office
4059,2012-02-03 03:15:00,loan
3998,2012-02-03 03:15:00,teller
4957,2012-02-03 03:30:00,atm
17647,2012-02-03 03:30:00,multiple
1861,2012-02-03 03:30:00,compute
8194,2012-02-03 03:30:00,file server
3968,2012-02-03 03:30:00,email
10298,2012-02-03 03:30:00,web
9007,2012-02-03 03:30:00,office
4060,2012-02-03 03:30:00,loan
4001,2012-02-03 03:30:00,teller
4958,2012-02-03 03:45:00,atm
17641,2012-02-03 03:45:00,multiple
1860,2012-02-03 03:45:00,compute
8192,2012-02-03 03:45:00,file server
3966,2012-02-03 03:45:00,email
10300,2012-02-03 03:45:00,web
9014,2012-02-03 03:45:00,office
4058,2012-02-03 03:45:00,loan
4004,2012-02-03 03:45:00,teller
4958,2012-02-03 04:00:00,atm
17639,2012-02-03 04:00:00,multiple
1860,2012-02-03 04:00:00,compute
8187,2012-02-03 04:00:00,file server
3967,2012-02-03 04:00:00,email
10300,2012-02-03 04:00:00,web
9016,2012-02-03 04:00:00,office
4062,2012-02-03 04:00:00,loan
3998,2012-02-03 04:00:00,teller
4957,2012-02-03 04:15:00,atm
17633,2012-02-03 04:15:00,multiple
1861,2012-02-03 04:15:00,compute
8189,2012-02-03 04:15:00,file server
3969,2012-02-03 04:15:00,email
10304,2012-02-03 04:15:00,web
9005,2012-02-03 04:15:00,office
4062,2012-02-03 04:15:00,loan
3997,2012-02-03 04:15:00,teller
4957,2012-02-03 04:30:00,atm
17640,2012-02-03 04:30:00,multiple
1863,2012-02-03 04:30:00,compute
8192,2012-02-03 04:30:00,file server
3969,2012-02-03 04:30:00,email
10309,2012-02-03 04:30:00,web
8999,2012-02-03 04:30:00,office
4060,2012-02-03 04:30:00,loan
3999,2012-02-03 04:30:00,teller
4956,2012-02-03 04:45:00,atm
17647,2012-02-03 04:45:00,multiple
1862,2012-02-03 04:45:00,compute
8192,2012-02-03 04:45:00,file server
3971,2012-02-03 04:45:00,email
10307,2012-02-03 04:45:00,web
9005,2012-02-03 04:45:00,office
4060,2012-02-03 04:45:00,loan
3995,2012-02-03 04:45:00,teller
4953,2012-02-03 05:00:00,atm
17650,2012-02-03 05:00:00,multiple
1860,2012-02-03 05:00:00,compute
8197,2012-02-03 05:00:00,file server
3971,2012-02-03 05:00:00,email
10304,2012-02-03 05:00:00,web
9010,2012-02-03 05:00:00,office
4060,2012-02-03 05:00:00,loan
3998,2012-02-03 05:00:00,teller
4955,2012-02-03 05:15:00,atm
17648,2012-02-03 05:15:00,multiple
1862,2012-02-03 05:15:00,compute
8194,2012-02-03 05:15:00,file server
3975,2012-02-03 05:15:00,email
10300,2012-02-03 05:15:00,web
9001,2012-02-03 05:15:00,office
4059,2012-02-03 05:15:00,loan
3997,2012-02-03 05:15:00,teller
4956,2012-02-03 05:30:00,atm
17652,2012-02-03 05:30:00,multiple
1860,2012-02-03 05:30:00,compute
8197,2012-02-03 05:30:00,file server
3975,2012-02-03 05:30:00,email
10297,2012-02-03 05:30:00,web
9006,2012-02-03 05:30:00,office
4064,2012-02-03 05:30:00,loan
4003,2012-02-03 05:30:00,teller
4958,2012-02-03 05:45:00,atm
17655,2012-02-03 05:45:00,multiple
1859,2012-02-03 05:45:00,compute
8193,2012-02-03 05:45:00,file server
3973,2012-02-03 05:45:00,email
10299,2012-02-03 05:45:00,web
9006,2012-02-03 05:45:00,office
4067,2012-02-03 05:45:00,loan
3998,2012-02-03 05:45:00,teller
4959,2012-02-03 06:00:00,atm
17647,2012-02-03 06:00:00,multiple
1863,2012-02-03 06:00:00,compute
8196,2012-02-03 06:00:00,file server
3972,2012-02-03 06:00:00,email
10304,2012-02-03 06:00:00,web
9013,2012-02-03 06:00:00,office
4066,2012-02-03 06:00:00,loan
4000,2012-02-03 06:00:00,teller
4959,2012-02-03 06:15:00,atm
17644,2012-02-03 06:15:00,multiple
1861,2012-02-03 06:15:00,compute
8196,2012-02-03 06:15:00,file server
3973,2012-02-03 06:15:00,email
10307,2012-02-03 06:15:00,web
9011,2012-02-03 06:15:00,office
4058,2012-02-03 06:15:00,loan
4005,2012-02-03 06:15:00,teller
4957,2012-02-03 06:30:00,atm
17637,2012-02-03 06:30:00,multiple
1859,2012-02-03 06:30:00,compute
8196,2012-02-03 06:30:00,file server
3972,2012-02-03 06:30:00,email
10308,2012-02-03 06:30:00,web
9004,2012-02-03 06:30:00,office
4061,2012-02-03 06:30:00,loan
4009,2012-02-03 06:30:00,teller
4958,2012-02-03 06:45:00,atm
17634,2012-02-03 06:45:00,multiple
1860,2012-02-03 06:45:00,compute
8190,2012-02-03 06:45:00,file server
3969,2012-02-03 06:45:00,email
10305,2012-02-03 06:45:00,web
9000,2012-02-03 06:45:00,office
4060,2012-02-03 06:45:00,loan
4008,2012-02-03 06:45:00,teller
4959,2012-02-03 18:00:00,atm
17651,2012-02-03 18:00:00,multiple
1862,2012-02-03 18:00:00,compute
8198,2012-02-03 18:00:00,file server
3974,2012-02-03 18:00:00,email
10308,2012-02-03 18:00:00,web
15016,2012-02-03 18:00:00,office
6625,2012-02-03 18:00:00,loan
6619,2012-02-03 18:00:00,teller
4958,2012-02-03 18:15:00,atm
17643,2012-02-03 18:15:00,multiple
1861,2012-02-03 18:15:00,compute
8196,2012-02-03 18:15:00,file server
3975,2012-02-03 18:15:00,email
10304,2012-02-03 18:15:00,web
15009,2012-02-03 18:15:00,office
6624,2012-02-03 18:15:00,loan
6624,2012-02-03 18:15:00,teller
4956,2012-02-03 18:30:00,atm
17646,2012-02-03 18:30:00,multiple
1860,2012-02-03 18:30:00,compute
8197,2012-02-03 18:30:00,file server
3974,2012-02-03 18:30:00,email
10304,2012-02-03 18:30:00,web
15002,2012-02-03 18:30:00,office
6621,2012-02-03 18:30:00,loan
6625,2012-02-03 18:30:00,teller
4957,2012-02-03 18:45:00,atm
17648,2012-02-03 18:45:00,multiple
1860,2012-02-03 18:45:00,compute
8194,2012-02-03 18:45:00,file server
3969,2012-02-03 18:45:00,email
10306,2012-02-03 18:45:00,web
15015,2012-02-03 18:45:00,office
6621,2012-02-03 18:45:00,loan
6627,2012-02-03 18:45:00,teller
4958,2012-02-03 19:00:00,atm
17647,2012-02-03 19:00:00,multiple
1860,2012-02-03 19:00:00,compute
8198,2012-02-03 19:00:00,file server
3970,2012-02-03 19:00:00,email
10301,2012-02-03 19:00:00,web
15006,2012-02-03 19:00:00,office
6625,2012-02-03 19:00:00,loan
6627,2012-02-03 19:00:00,teller
4956,2012-02-03 19:15:00,atm
17650,2012-02-03 19:15:00,multiple
1862,2012-02-03 19:15:00,compute
8203,2012-02-03 19:15:00,file server
3967,2012-02-03 19:15:00,email
10303,2012-02-03 19:15:00,web
15008,2012-02-03 19:15:00,office
6627,2012-02-03 19:15:00,loan
6623,2012-02-03 19:15:00,teller
4957,2012-02-03 19:30:00,atm
17650,2012-02-03 19:30:00,multiple
1859,2012-02-03 19:30:00,compute
8197,2012-02-03 19:30:00,file server
3971,2012-02-03 19:30:00,email
10306,2012-02-03 19:30:00,web
14996,2012-02-03 19:30:00,office
6618,2012-02-03 19:30:00,loan
6625,2012-02-03 19:30:00,teller
4956,2012-02-03 19:45:00,atm
17651,2012-02-03 19:45:00,multiple
1860,2012-02-03 19:45:00,compute
8193,2012-02-03 19:45:00,file server
3971,2012-02-03 19:45:00,email
10305,2012-02-03 19:45:00,web
15013,2012-02-03 19:45:00,office
6621,2012-02-03 19:45:00,loan
6624,2012-02-03 19:45:00,teller
4956,2012-02-03 20:00:00,atm
17645,2012-02-03 20:00:00,multiple
1858,2012-02-03 20:00:00,compute
8190,2012-02-03 20:00:00,file server
3973,2012-02-03 20:00:00,email
10312,2012-02-03 20:00:00,web
15012,2012-02-03 20:00:00,office
6619,2012-02-03 20:00:00,loan
6613,2012-02-03 20:00:00,teller
4959,2012-02-03 20:15:00,atm
17637,2012-02-03 20:15:00,multiple
1858,2012-02-03 20:15:00,compute
8189,2012-02-03 20:15:00,file server
3972,2012-02-03 20:15:00,email
10311,2012-02-03 20:15:00,web
15017,2012-02-03 20:15:00,office
6628,2012-02-03 20:15:00,loan
6617,2012-02-03 20:15:00,teller
4958,2012-02-03 20:30:00,atm
17643,2012-02-03 20:30:00,multiple
1860,2012-02-03 20:30:00,compute
8191,2012-02-03 20:30:00,file server
3970,2012-02-03 20:30:00,email
10305,2012-02-03 20:30:00,web
15024,2012-02-03 20:30:00,office
6629,2012-02-03 20:30:00,loan
6624,2012-02-03 20:30:00,teller
4956,2012-02-03 20:45:00,atm
17651,2012-02-03 20:45:00,multiple
1862,2012-02-03 20:45:00,compute
8194,2012-02-03 20:45:00,file server
3968,2012-02-03 20:45:00,email
10301,2012-02-03 20:45:00,web
15028,2012-02-03 20:45:00,office
6627,2012-02-03 20:45:00,loan
6625,2012-02-03 20:45:00,teller
4958,2012-02-03 21:00:00,atm
17650,2012-02-03 21:00:00,multiple
1861,2012-02-03 21:00:00,compute
8194,2012-02-03 21:00:00,file server
3967,2012-02-03 21:00:00,email
10299,2012-02-03 21:00:00,web
15015,2012-02-03 21:00:00,office
6621,2012-02-03 21:00:00,loan
6626,2012-02-03 21:00:00,teller
4957,2012-02-03 21:15:00,atm
17651,2012-02-03 21:15:00,multiple
1861,2012-02-03 21:15:00,compute
8188,2012-02-03 21:15:00,file server
3970,2012-02-03 21:15:00,email
10301,2012-02-03 21:15:00,web
15007,2012-02-03 21:15:00,office
6614,2012-02-03 21:15:00,loan
6625,2012-02-03 21:15:00,teller
4953,2012-02-03 21:30:00,atm
17642,2012-02-03 21:30:00,multiple
1858,2012-02-03 21:30:00,compute
8186,2012-02-03 21:30:00,file server
3969,2012-02-03 21:30:00,email
10306,2012-02-03 21:30:00,web
15013,2012-02-03 21:30:00,office
6624,2012-02-03 21:30:00,loan
6626,2012-02-03 21:30:00,teller
4954,2012-02-03 21:45:00,atm
17645,2012-02-03 21:45:00,multiple
1858,2012-02-03 21:45:00,compute
8190,2012-02-03 21:45:00,file server
3970,2012-02-03 21:45:00,email
