num_ipaddr,healthtime,machineclass
4038,2012-02-03 13:00:00,atm
28737,2012-02-03 13:00:00,multiple
34314,2012-02-03 13:00:00,compute
21345,2012-02-03 13:00:00,file server
7166,2012-02-03 13:00:00,email
16047,2012-02-03 13:00:00,web
7674,2012-02-03 13:00:00,office
3338,2012-02-03 13:00:00,loan
3298,2012-02-03 13:00:00,teller
4036,2012-02-03 13:15:00,atm
28725,2012-02-03 13:15:00,multiple
34314,2012-02-03 13:15:00,compute
21343,2012-02-03 13:15:00,file server
7163,2012-02-03 13:15:00,email
16049,2012-02-03 13:15:00,web
7669,2012-02-03 13:15:00,office
3337,2012-02-03 13:15:00,loan
3290,2012-02-03 13:15:00,teller
4035,2012-02-03 13:30:00,atm
28746,2012-02-03 13:30:00,multiple
34320,2012-02-03 13:30:00,compute
21344,2012-02-03 13:30:00,file server
7170,2012-02-03 13:30:00,email
16048,2012-02-03 13:30:00,web
7661,2012-02-03 13:30:00,office
3330,2012-02-03 13:30:00,loan
3296,2012-02-03 13:30:00,teller
4036,2012-02-03 13:45:00,atm
28746,2012-02-03 13:45:00,multiple
34324,2012-02-03 13:45:00,compute
21355,2012-02-03 13:45:00,file server
7167,2012-02-03 13:45:00,email
16048,2012-02-03 13:45:00,web
7666,2012-02-03 13:45:00,office
3332,2012-02-03 13:45:00,loan
3302,2012-02-03 13:45:00,teller
4037,2012-02-03 14:00:00,atm
28748,2012-02-03 14:00:00,multiple
34322,2012-02-03 14:00:00,compute
21350,2012-02-03 14:00:00,file server
7168,2012-02-03 14:00:00,email
16054,2012-02-03 14:00:00,web
7664,2012-02-03 14:00:00,office
3332,2012-02-03 14:00:00,loan
3298,2012-02-03 14:00:00,teller
4037,2012-02-03 14:15:00,atm
28760,2012-02-03 14:15:00,multiple
34332,2012-02-03 14:15:00,compute
21338,2012-02-03 14:15:00,file server
7173,2012-02-03 14:15:00,email
16059,2012-02-03 14:15:00,web
7658,2012-02-03 14:15:00,office
3330,2012-02-03 14:15:00,loan
3300,2012-02-03 14:15:00,teller
4037,2012-02-03 14:30:00,atm
28753,2012-02-03 14:30:00,multiple
34326,2012-02-03 14:30:00,compute
21329,2012-02-03 14:30:00,file server
7171,2012-02-03 14:30:00,email
16049,2012-02-03 14:30:00,web
7661,2012-02-03 14:30:00,office
3334,2012-02-03 14:30:00,loan
3296,2012-02-03 14:30:00,teller
4033,2012-02-03 14:45:00,atm
28738,2012-02-03 14:45:00,multiple
34316,2012-02-03 14:45:00,compute
21329,2012-02-03 14:45:00,file server
7166,2012-02-03 14:45:00,email
16031,2012-02-03 14:45:00,web
7670,2012-02-03 14:45:00,office
3333,2012-02-03 14:45:00,loan
3294,2012-02-03 14:45:00,teller
4033,2012-02-03 15:00:00,atm
28740,2012-02-03 15:00:00,multiple
34318,2012-02-03 15:00:00,compute
21342,2012-02-03 15:00:00,file server
7165,2012-02-03 15:00:00,email
16046,2012-02-03 15:00:00,web
7663,2012-02-03 15:00:00,office
3333,2012-02-03 15:00:00,loan
3298,2012-02-03 15:00:00,teller
4032,2012-02-03 15:15:00,atm
28728,2012-02-03 15:15:00,multiple
34321,2012-02-03 15:15:00,compute
21343,2012-02-03 15:15:00,file server
7166,2012-02-03 15:15:00,email
16051,2012-02-03 15:15:00,web
7651,2012-02-03 15:15:00,office
3339,2012-02-03 15:15:00,loan
3295,2012-02-03 15:15:00,teller
4034,2012-02-03 15:30:00,atm
28731,2012-02-03 15:30:00,multiple
34319,2012-02-03 15:30:00,compute
21346,2012-02-03 15:30:00,file server
7174,2012-02-03 15:30:00,email
16052,2012-02-03 15:30:00,web
7655,2012-02-03 15:30:00,office
3337,2012-02-03 15:30:00,loan
3294,2012-02-03 15:30:00,teller
4034,2012-02-03 15:45:00,atm
28725,2012-02-03 15:45:00,multiple
34314,2012-02-03 15:45:00,compute
21342,2012-02-03 15:45:00,file server
7172,2012-02-03 15:45:00,email
16053,2012-02-03 15:45:00,web
7659,2012-02-03 15:45:00,office
3337,2012-02-03 15:45:00,loan
3295,2012-02-03 15:45:00,teller
4036,2012-02-03 16:00:00,atm
28738,2012-02-03 16:00:00,multiple
34318,2012-02-03 16:00:00,compute
21349,2012-02-03 16:00:00,file server
7163,2012-02-03 16:00:00,email
16058,2012-02-03 16:00:00,web
12914,2012-02-03 16:00:00,office
5531,2012-02-03 16:00:00,loan
5532,2012-02-03 16:00:00,teller
4036,2012-02-03 16:15:00,atm
28734,2012-02-03 16:15:00,multiple
34318,2012-02-03 16:15:00,compute
21348,2012-02-03 16:15:00,file server
7160,2012-02-03 16:15:00,email
16055,2012-02-03 16:15:00,web
12935,2012-02-03 16:15:00,office
5535,2012-02-03 16:15:00,loan
5529,2012-02-03 16:15:00,teller
4034,2012-02-03 16:30:00,atm
28732,2012-02-03 16:30:00,multiple
34319,2012-02-03 16:30:00,compute
21342,2012-02-03 16:30:00,file server
7162,2012-02-03 16:30:00,email
16057,2012-02-03 16:30:00,web
12933,2012-02-03 16:30:00,office
5531,2012-02-03 16:30:00,loan
5525,2012-02-03 16:30:00,teller
4034,2012-02-03 16:45:00,atm
28725,2012-02-03 16:45:00,multiple
34312,2012-02-03 16:45:00,compute
21342,2012-02-03 16:45:00,file server
7165,2012-02-03 16:45:00,email
16054,2012-02-03 16:45:00,web
12926,2012-02-03 16:45:00,office
5533,2012-02-03 16:45:00,loan
5530,2012-02-03 16:45:00,teller
4033,2012-02-02 16:00:00,atm
28724,2012-02-02 16:00:00,multiple
34318,2012-02-02 16:00:00,compute
21349,2012-02-02 16:00:00,file server
7171,2012-02-02 16:00:00,email
16047,2012-02-02 16:00:00,web
12920,2012-02-02 16:00:00,office
5529,2012-02-02 16:00:00,loan
5537,2012-02-02 16:00:00,teller
4033,2012-02-02 16:15:00,atm
28737,2012-02-02 16:15:00,multiple
34319,2012-02-02 16:15:00,compute
21349,2012-02-02 16:15:00,file server
7174,2012-02-02 16:15:00,email
16043,2012-02-02 16:15:00,web
12923,2012-02-02 16:15:00,office
5536,2012-02-02 16:15:00,loan
5534,2012-02-02 16:15:00,teller
4033,2012-02-02 16:30:00,atm
28739,2012-02-02 16:30:00,multiple
34312,2012-02-02 16:30:00,compute
21352,2012-02-02 16:30:00,file server
7174,2012-02-02 16:30:00,email
16046,2012-02-02 16:30:00,web
12917,2012-02-02 16:30:00,office
5536,2012-02-02 16:30:00,loan
5531,2012-02-02 16:30:00,teller
4035,2012-02-02 16:45:00,atm
28749,2012-02-02 16:45:00,multiple
34322,2012-02-02 16:45:00,compute
21353,2012-02-02 16:45:00,file server
7169,2012-02-02 16:45:00,email
16052,2012-02-02 16:45:00,web
12918,2012-02-02 16:45:00,office
5542,2012-02-02 16:45:00,loan
5524,2012-02-02 16:45:00,teller
4037,2012-02-02 17:00:00,atm
28737,2012-02-02 17:00:00,multiple
34319,2012-02-02 17:00:00,compute
21354,2012-02-02 17:00:00,file server
7169,2012-02-02 17:00:00,email
16061,2012-02-02 17:00:00,web
12922,2012-02-02 17:00:00,office
5537,2012-02-02 17:00:00,loan
5533,2012-02-02 17:00:00,teller
4036,2012-02-02 17:15:00,atm
28738,2012-02-02 17:15:00,multiple
34306,2012-02-02 17:15:00,compute
21344,2012-02-02 17:15:00,file server
7168,2012-02-02 17:15:00,email
16060,2012-02-02 17:15:00,web
12921,2012-02-02 17:15:00,office
5533,2012-02-02 17:15:00,loan
5531,2012-02-02 17:15:00,teller
4037,2012-02-02 17:30:00,atm
28740,2012-02-02 17:30:00,multiple
34307,2012-02-02 17:30:00,compute
21340,2012-02-02 17:30:00,file server
7169,2012-02-02 17:30:00,email
16053,2012-02-02 17:30:00,web
12927,2012-02-02 17:30:00,office
5527,2012-02-02 17:30:00,loan
5527,2012-02-02 17:30:00,teller
4037,2012-02-02 17:45:00,atm
28729,2012-02-02 17:45:00,multiple
34310,2012-02-02 17:45:00,compute
21338,2012-02-02 17:45:00,file server
7163,2012-02-02 17:45:00,email
16049,2012-02-02 17:45:00,web
12933,2012-02-02 17:45:00,office
5527,2012-02-02 17:45:00,loan
5535,2012-02-02 17:45:00,teller
4036,2012-02-02 18:00:00,atm
28743,2012-02-02 18:00:00,multiple
34307,2012-02-02 18:00:00,compute
21334,2012-02-02 18:00:00,file server
7160,2012-02-02 18:00:00,email
16047,2012-02-02 18:00:00,web
12930,2012-02-02 18:00:00,office
5532,2012-02-02 18:00:00,loan
5530,2012-02-02 18:00:00,teller
4036,2012-02-02 18:15:00,atm
28743,2012-02-02 18:15:00,multiple
34311,2012-02-02 18:15:00,compute
21338,2012-02-02 18:15:00,file server
7159,2012-02-02 18:15:00,email
16046,2012-02-02 18:15:00,web
12919,2012-02-02 18:15:00,office
5527,2012-02-02 18:15:00,loan
5533,2012-02-02 18:15:00,teller
4035,2012-02-02 18:30:00,atm
28744,2012-02-02 18:30:00,multiple
34311,2012-02-02 18:30:00,compute
21338,2012-02-02 18:30:00,file server
7163,2012-02-02 18:30:00,email
16059,2012-02-02 18:30:00,web
12915,2012-02-02 18:30:00,office
5524,2012-02-02 18:30:00,loan
5528,2012-02-02 18:30:00,teller
4034,2012-02-02 18:45:00,atm
28748,2012-02-02 18:45:00,multiple
34310,2012-02-02 18:45:00,compute
21343,2012-02-02 18:45:00,file server
7169,2012-02-02 18:45:00,email
16054,2012-02-02 18:45:00,web
12914,2012-02-02 18:45:00,office
5530,2012-02-02 18:45:00,loan
5531,2012-02-02 18:45:00,teller
4036,2012-02-02 19:00:00,atm
28748,2012-02-02 19:00:00,multiple
34308,2012-02-02 19:00:00,compute
21339,2012-02-02 19:00:00,file server
7170,2012-02-02 19:00:00,email
16054,2012-02-02 19:00:00,web
12908,2012-02-02 19:00:00,office
5532,2012-02-02 19:00:00,loan
5524,2012-02-02 19:00:00,teller
4035,2012-02-02 19:15:00,atm
28751,2012-02-02 19:15:00,multiple
34308,2012-02-02 19:15:00,compute
21343,2012-02-02 19:15:00,file server
7173,2012-02-02 19:15:00,email
16056,2012-02-02 19:15:00,web
12913,2012-02-02 19:15:00,office
5541,2012-02-02 19:15:00,loan
5525,2012-02-02 19:15:00,teller
4036,2012-02-02 19:30:00,atm
28745,2012-02-02 19:30:00,multiple
34303,2012-02-02 19:30:00,compute
21345,2012-02-02 19:30:00,file server
7170,2012-02-02 19:30:00,email
16056,2012-02-02 19:30:00,web
12910,2012-02-02 19:30:00,office
5538,2012-02-02 19:30:00,loan
5527,2012-02-02 19:30:00,teller
4037,2012-02-02 19:45:00,atm
28746,2012-02-02 19:45:00,multiple
34308,2012-02-02 19:45:00,compute
21339,2012-02-02 19:45:00,file server
7170,2012-02-02 19:45:00,email
16057,2012-02-02 19:45:00,web
12918,2012-02-02 19:45:00,office
5538,2012-02-02 19:45:00,loan
5526,2012-02-02 19:45:00,teller
4037,2012-02-03 01:00:00,atm
28742,2012-02-03 01:00:00,multiple
34304,2012-02-03 01:00:00,compute
21345,2012-02-03 01:00:00,file server
7176,2012-02-03 01:00:00,email
16057,2012-02-03 01:00:00,web
12921,2012-02-03 01:00:00,office
5530,2012-02-03 01:00:00,loan
5531,2012-02-03 01:00:00,teller
4036,2012-02-03 01:15:00,atm
28737,2012-02-03 01:15:00,multiple
34303,2012-02-03 01:15:00,compute
21343,2012-02-03 01:15:00,file server
7168,2012-02-03 01:15:00,email
16056,2012-02-03 01:15:00,web
12914,2012-02-03 01:15:00,office
5536,2012-02-03 01:15:00,loan
5530,2012-02-03 01:15:00,teller
4035,2012-02-03 01:30:00,atm
28737,2012-02-03 01:30:00,multiple
34303,2012-02-03 01:30:00,compute
21341,2012-02-03 01:30:00,file server
7169,2012-02-03 01:30:00,email
16064,2012-02-03 01:30:00,web
12909,2012-02-03 01:30:00,office
5531,2012-02-03 01:30:00,loan
5533,2012-02-03 01:30:00,teller
4035,2012-02-03 01:45:00,atm
28750,2012-02-03 01:45:00,multiple
34317,2012-02-03 01:45:00,compute
21341,2012-02-03 01:45:00,file server
7165,2012-02-03 01:45:00,email
16061,2012-02-03 01:45:00,web
12913,2012-02-03 01:45:00,office
5526,2012-02-03 01:45:00,loan
5539,2012-02-03 01:45:00,teller
4034,2012-02-03 02:00:00,atm
28755,2012-02-03 02:00:00,multiple
34318,2012-02-03 02:00:00,compute
21335,2012-02-03 02:00:00,file server
7172,2012-02-03 02:00:00,email
16055,2012-02-03 02:00:00,web
12904,2012-02-03 02:00:00,office
5528,2012-02-03 02:00:00,loan
5540,2012-02-03 02:00:00,teller
4035,2012-02-03 02:15:00,atm
28750,2012-02-03 02:15:00,multiple
34319,2012-02-03 02:15:00,compute
21339,2012-02-03 02:15:00,file server
7167,2012-02-03 02:15:00,email
16056,2012-02-03 02:15:00,web
12907,2012-02-03 02:15:00,office
5529,2012-02-03 02:15:00,loan
5540,2012-02-03 02:15:00,teller
4034,2012-02-03 02:30:00,atm
28747,2012-02-03 02:30:00,multiple
34309,2012-02-03 02:30:00,compute
21343,2012-02-03 02:30:00,file server
7170,2012-02-03 02:30:00,email
16055,2012-02-03 02:30:00,web
12916,2012-02-03 02:30:00,office
5534,2012-02-03 02:30:00,loan
5540,2012-02-03 02:30:00,teller
4034,2012-02-03 02:45:00,atm
28742,2012-02-03 02:45:00,multiple
34309,2012-02-03 02:45:00,compute
21341,2012-02-03 02:45:00,file server
7172,2012-02-03 02:45:00,email
16052,2012-02-03 02:45:00,web
12918,2012-02-03 02:45:00,office
5531,2012-02-03 02:45:00,loan
5547,2012-02-03 02:45:00,teller
4032,2012-02-03 03:00:00,atm
28737,2012-02-03 03:00:00,multiple
34314,2012-02-03 03:00:00,compute
21334,2012-02-03 03:00:00,file server
7171,2012-02-03 03:00:00,email
16049,2012-02-03 03:00:00,web
7657,2012-02-03 03:00:00,office
3333,2012-02-03 03:00:00,loan
3302,2012-02-03 03:00:00,teller
4032,2012-02-03 03:15:00,atm
28736,2012-02-03 03:15:00,multiple
34310,2012-02-03 03:15:00,compute
21324,2012-02-03 03:15:00,file server
7165,2012-02-03 03:15:00,email
16059,2012-02-03 03:15:00,web
