num_ipaddr,healthtime,machineclass
4958,2012-02-03 13:00:00,atm
30078,2012-02-03 13:00:00,multiple
34580,2012-02-03 13:00:00,compute
21977,2012-02-03 13:00:00,file server
7446,2012-02-03 13:00:00,email
16787,2012-02-03 13:00:00,web
25878,2012-02-03 13:00:00,office
9684,2012-02-03 13:00:00,loan
8192,2012-02-03 13:00:00,teller
4958,2012-02-03 13:15:00,atm
30066,2012-02-03 13:15:00,multiple
34584,2012-02-03 13:15:00,compute
21973,2012-02-03 13:15:00,file server
7445,2012-02-03 13:15:00,email
16785,2012-02-03 13:15:00,web
25880,2012-02-03 13:15:00,office
9684,2012-02-03 13:15:00,loan
8193,2012-02-03 13:15:00,teller
4959,2012-02-03 13:30:00,atm
30066,2012-02-03 13:30:00,multiple
34580,2012-02-03 13:30:00,compute
21977,2012-02-03 13:30:00,file server
7446,2012-02-03 13:30:00,email
16781,2012-02-03 13:30:00,web
25882,2012-02-03 13:30:00,office
9690,2012-02-03 13:30:00,loan
8194,2012-02-03 13:30:00,teller
4959,2012-02-03 13:45:00,atm
30072,2012-02-03 13:45:00,multiple
34596,2012-02-03 13:45:00,compute
21972,2012-02-03 13:45:00,file server
7438,2012-02-03 13:45:00,email
16780,2012-02-03 13:45:00,web
25886,2012-02-03 13:45:00,office
9693,2012-02-03 13:45:00,loan
8192,2012-02-03 13:45:00,teller
4959,2012-02-03 14:00:00,atm
30072,2012-02-03 14:00:00,multiple
34584,2012-02-03 14:00:00,compute
21967,2012-02-03 14:00:00,file server
7440,2012-02-03 14:00:00,email
16773,2012-02-03 14:00:00,web
25896,2012-02-03 14:00:00,office
9695,2012-02-03 14:00:00,loan
8187,2012-02-03 14:00:00,teller
4960,2012-02-03 14:15:00,atm
30071,2012-02-03 14:15:00,multiple
34589,2012-02-03 14:15:00,compute
21966,2012-02-03 14:15:00,file server
7445,2012-02-03 14:15:00,email
16777,2012-02-03 14:15:00,web
25886,2012-02-03 14:15:00,office
9689,2012-02-03 14:15:00,loan
8188,2012-02-03 14:15:00,teller
4960,2012-02-03 14:30:00,atm
30065,2012-02-03 14:30:00,multiple
34593,2012-02-03 14:30:00,compute
21965,2012-02-03 14:30:00,file server
7447,2012-02-03 14:30:00,email
16780,2012-02-03 14:30:00,web
25879,2012-02-03 14:30:00,office
9683,2012-02-03 14:30:00,loan
8191,2012-02-03 14:30:00,teller
4962,2012-02-03 14:45:00,atm
30071,2012-02-03 14:45:00,multiple
34584,2012-02-03 14:45:00,compute
21964,2012-02-03 14:45:00,file server
7448,2012-02-03 14:45:00,email
16790,2012-02-03 14:45:00,web
25886,2012-02-03 14:45:00,office
9678,2012-02-03 14:45:00,loan
8187,2012-02-03 14:45:00,teller
4961,2012-02-03 15:00:00,atm
30072,2012-02-03 15:00:00,multiple
34593,2012-02-03 15:00:00,compute
21966,2012-02-03 15:00:00,file server
7445,2012-02-03 15:00:00,email
16798,2012-02-03 15:00:00,web
25869,2012-02-03 15:00:00,office
9690,2012-02-03 15:00:00,loan
8189,2012-02-03 15:00:00,teller
4957,2012-02-03 15:15:00,atm
30067,2012-02-03 15:15:00,multiple
34590,2012-02-03 15:15:00,compute
21967,2012-02-03 15:15:00,file server
7444,2012-02-03 15:15:00,email
16790,2012-02-03 15:15:00,web
25856,2012-02-03 15:15:00,office
9694,2012-02-03 15:15:00,loan
8187,2012-02-03 15:15:00,teller
4959,2012-02-03 15:30:00,atm
30069,2012-02-03 15:30:00,multiple
34577,2012-02-03 15:30:00,compute
21969,2012-02-03 15:30:00,file server
7447,2012-02-03 15:30:00,email
16776,2012-02-03 15:30:00,web
25856,2012-02-03 15:30:00,office
9693,2012-02-03 15:30:00,loan
8182,2012-02-03 15:30:00,teller
4960,2012-02-03 15:45:00,atm
30065,2012-02-03 15:45:00,multiple
34569,2012-02-03 15:45:00,compute
21971,2012-02-03 15:45:00,file server
7443,2012-02-03 15:45:00,email
16789,2012-02-03 15:45:00,web
25842,2012-02-03 15:45:00,office
9688,2012-02-03 15:45:00,loan
8181,2012-02-03 15:45:00,teller
4961,2012-02-03 16:00:00,atm
30073,2012-02-03 16:00:00,multiple
34577,2012-02-03 16:00:00,compute
21978,2012-02-03 16:00:00,file server
7447,2012-02-03 16:00:00,email
16784,2012-02-03 16:00:00,web
25866,2012-02-03 16:00:00,office
9693,2012-02-03 16:00:00,loan
8191,2012-02-03 16:00:00,teller
4960,2012-02-03 16:15:00,atm
30071,2012-02-03 16:15:00,multiple
34583,2012-02-03 16:15:00,compute
21977,2012-02-03 16:15:00,file server
7446,2012-02-03 16:15:00,email
16788,2012-02-03 16:15:00,web
25871,2012-02-03 16:15:00,office
9693,2012-02-03 16:15:00,loan
8196,2012-02-03 16:15:00,teller
4962,2012-02-03 16:30:00,atm
30074,2012-02-03 16:30:00,multiple
34586,2012-02-03 16:30:00,compute
21966,2012-02-03 16:30:00,file server
7444,2012-02-03 16:30:00,email
16781,2012-02-03 16:30:00,web
25865,2012-02-03 16:30:00,office
9686,2012-02-03 16:30:00,loan
8197,2012-02-03 16:30:00,teller
4962,2012-02-03 16:45:00,atm
30075,2012-02-03 16:45:00,multiple
34585,2012-02-03 16:45:00,compute
21958,2012-02-03 16:45:00,file server
7448,2012-02-03 16:45:00,email
16787,2012-02-03 16:45:00,web
25866,2012-02-03 16:45:00,office
