num_ipaddr,healthtime,machineclass
7842,2012-02-03 13:00:00,atm
31151,2012-02-03 13:00:00,multiple
3339,2012-02-03 13:00:00,compute
14563,2012-02-03 13:00:00,file server
7079,2012-02-03 13:00:00,email
18304,2012-02-03 13:00:00,web
14133,2012-02-03 13:00:00,office
6279,2012-02-03 13:00:00,loan
6257,2012-02-03 13:00:00,teller
7840,2012-02-03 13:15:00,atm
31152,2012-02-03 13:15:00,multiple
3343,2012-02-03 13:15:00,compute
14559,2012-02-03 13:15:00,file server
7078,2012-02-03 13:15:00,email
18295,2012-02-03 13:15:00,web
14133,2012-02-03 13:15:00,office
6285,2012-02-03 13:15:00,loan
6252,2012-02-03 13:15:00,teller
7840,2012-02-03 13:30:00,atm
31156,2012-02-03 13:30:00,multiple
3338,2012-02-03 13:30:00,compute
14553,2012-02-03 13:30:00,file server
7075,2012-02-03 13:30:00,email
18293,2012-02-03 13:30:00,web
14128,2012-02-03 13:30:00,office
6292,2012-02-03 13:30:00,loan
6248,2012-02-03 13:30:00,teller
7837,2012-02-03 13:45:00,atm
31151,2012-02-03 13:45:00,multiple
3339,2012-02-03 13:45:00,compute
14551,2012-02-03 13:45:00,file server
7075,2012-02-03 13:45:00,email
18298,2012-02-03 13:45:00,web
14125,2012-02-03 13:45:00,office
6293,2012-02-03 13:45:00,loan
6246,2012-02-03 13:45:00,teller
7836,2012-02-03 14:00:00,atm
31156,2012-02-03 14:00:00,multiple
3341,2012-02-03 14:00:00,compute
14558,2012-02-03 14:00:00,file server
7082,2012-02-03 14:00:00,email
18304,2012-02-03 14:00:00,web
23540,2012-02-03 14:00:00,office
10416,2012-02-03 14:00:00,loan
10412,2012-02-03 14:00:00,teller
7836,2012-02-03 14:15:00,atm
31154,2012-02-03 14:15:00,multiple
3338,2012-02-03 14:15:00,compute
14556,2012-02-03 14:15:00,file server
7085,2012-02-03 14:15:00,email
18303,2012-02-03 14:15:00,web
23529,2012-02-03 14:15:00,office
10404,2012-02-03 14:15:00,loan
10409,2012-02-03 14:15:00,teller
7835,2012-02-03 14:30:00,atm
31157,2012-02-03 14:30:00,multiple
3341,2012-02-03 14:30:00,compute
14555,2012-02-03 14:30:00,file server
7084,2012-02-03 14:30:00,email
