numconnections_avg,policystatus_avg,policystatus_max,activityflag_max,businessunit,facility,healthtime,latitude,longitude
14.5,1.3333333333333333,3,1,region-7,branch133,2012-02-03 03:00:00,-0.0105513,-75.705475
16.987179487179485,1.3076923076923077,3,1,region-38,branch17,2012-02-03 03:00:00,-0.01573587,-88.49835
39.197916666666664,1.3125,4,5,region-34,branch17,2012-02-03 03:00:00,-0.01761969,-150.9346
15.075,1.3875,4,1,region-38,branch19,2012-02-03 03:00:00,-0.07934581,-90.04849
15.6,1.3733333333333333,3,2,region-30,branch20,2012-02-03 03:00:00,-0.0809674,-97.26061
34.1530612244898,1.3673469387755102,4,3,region-34,branch44,2012-02-03 03:00:00,-0.08550033,-150.82085
15.547945205479452,1.2876712328767124,3,1,region-30,branch27,2012-02-03 03:00:00,-0.09190982,-98.19989
15.68918918918919,1.4054054054054055,3,1,region-7,branch36,2012-02-03 03:00:00,-0.12656759,-76.67222
15.082191780821917,1.3972602739726028,3,1,region-30,branch39,2012-02-03 03:00:00,-0.12690535,-98.78048
14.925,1.2875,4,1,region-7,branch31,2012-02-03 03:00:00,-0.13202973,-73.12797
13.759493670886076,1.1772151898734178,2,2,region-30,branch4,2012-02-03 03:00:00,-0.1417535,-97.491325
13.071428571428571,1.3095238095238095,3,1,region-8,branch41,2012-02-03 03:00:00,-0.14785725,-122.86001
16.1,1.3,3,2,region-8,branch50,2012-02-03 03:00:00,-0.16285117,-120.65348
14.03896103896104,1.2727272727272727,3,1,region-7,branch2,2012-02-03 03:00:00,-0.17020155,-72.023476
14.050632911392405,1.2911392405063291,3,1,region-3,branch84,2012-02-03 03:00:00,-0.17091104,-113.38386
16.373333333333335,1.48,3,1,region-38,branch12,2012-02-03 03:00:00,-0.17837262,-87.48193
15.73076923076923,1.3974358974358974,4,1,region-38,branch3,2012-02-03 03:00:00,-0.17865051,-90.20055
14.986666666666666,1.2933333333333332,3,1,region-7,branch105,2012-02-03 03:00:00,-0.189315,-71.05607
16.329113924050635,1.2151898734177216,2,1,region-7,branch172,2012-02-03 03:00:00,-0.2198283,-74.323135
14.675324675324676,1.4025974025974026,4,1,region-7,branch119,2012-02-03 03:00:00,-0.22560295,-74.54226
13.797619047619047,1.2619047619047619,3,1,region-8,branch140,2012-02-03 03:00:00,-0.22916475,-120.20289
15.98611111111111,1.3194444444444444,3,1,region-7,branch33,2012-02-03 03:00:00,-0.23208515,-74.02081
13.597402597402597,1.3896103896103895,3,1,region-7,branch34,2012-02-03 03:00:00,-0.23506746,-66.320885
18.05955334987593,1.2555831265508686,4,1,region-49,headquarters,2012-02-03 03:00:00,-0.24566217,-136.0792
12.841463414634147,1.3658536585365855,3,1,region-7,branch41,2012-02-03 03:00:00,-0.25458306,-77.92354
15.329268292682928,1.4634146341463414,5,1,region-3,branch125,2012-02-03 03:00:00,-0.25828454,-112.83267
14.571428571428571,1.380952380952381,3,1,region-7,branch198,2012-02-03 03:00:00,-0.26231542,-70.04862
13.658227848101266,1.240506329113924,3,1,region-7,branch85,2012-02-03 03:00:00,-0.28396702,-66.32769
16.273972602739725,1.2328767123287672,3,1,region-49,branch15,2012-02-03 03:00:00,-0.3161695,-134.06
13.407407407407407,1.271604938271605,4,1,region-49,branch25,2012-02-03 03:00:00,-0.31800413,-139.53722
