numconnections_avg,policystatus_avg,policystatus_max,activityflag_max,businessunit,facility,healthtime,latitude,longitude
36.78787878787879,1.0606060606060606,2,5,region-7,branch133,2012-02-02 13:15:00,-0.0105513,-75.705475
37.62626262626262,1.0606060606060606,2,5,region-38,branch17,2012-02-02 13:15:00,-0.01573587,-88.49835
18.068493150684933,1.095890410958904,2,1,region-34,branch17,2012-02-02 13:15:00,-0.01761969,-150.9346
35.724489795918366,1.0714285714285714,2,4,region-38,branch19,2012-02-02 13:15:00,-0.07934581,-90.04849
33.489583333333336,1.09375,3,5,region-30,branch20,2012-02-02 13:15:00,-0.0809674,-97.26061
16.9125,1.15,3,1,region-34,branch44,2012-02-02 13:15:00,-0.08550033,-150.82085
33.822916666666664,1.0729166666666667,2,5,region-30,branch27,2012-02-02 13:15:00,-0.09190982,-98.19989
35.0,1.0833333333333333,2,5,region-7,branch36,2012-02-02 13:15:00,-0.12656759,-76.67222
37.62105263157895,1.1157894736842104,2,5,region-30,branch39,2012-02-02 13:15:00,-0.12690535,-98.78048
37.422680412371136,1.0515463917525774,2,5,region-7,branch31,2012-02-02 13:15:00,-0.13202973,-73.12797
36.744897959183675,1.030612244897959,2,5,region-30,branch4,2012-02-02 13:15:00,-0.1417535,-97.491325
16.654761904761905,1.0833333333333333,2,1,region-8,branch41,2012-02-02 13:15:00,-0.14785725,-122.86001
14.65,1.075,2,1,region-8,branch50,2012-02-02 13:15:00,-0.16285117,-120.65348
34.072916666666664,1.0520833333333333,2,5,region-7,branch2,2012-02-02 13:15:00,-0.17020155,-72.023476
13.936708860759493,1.0886075949367089,3,1,region-3,branch84,2012-02-02 13:15:00,-0.17091104,-113.38386
36.42857142857143,1.1020408163265305,2,5,region-38,branch12,2012-02-02 13:15:00,-0.17837262,-87.48193
33.717171717171716,1.0606060606060606,2,4,region-38,branch3,2012-02-02 13:15:00,-0.17865051,-90.20055
36.90909090909091,1.121212121212121,2,4,region-7,branch105,2012-02-02 13:15:00,-0.189315,-71.05607
35.75,1.07,2,3,region-7,branch172,2012-02-02 13:15:00,-0.2198283,-74.323135
33.36363636363637,1.0909090909090908,2,5,region-7,branch119,2012-02-02 13:15:00,-0.22560295,-74.54226
13.238095238095237,1.0833333333333333,3,2,region-8,branch140,2012-02-02 13:15:00,-0.22916475,-120.20289
29.15625,1.15625,2,4,region-7,branch33,2012-02-02 13:15:00,-0.23208515,-74.02081
35.47,1.09,2,3,region-7,branch34,2012-02-02 13:15:00,-0.23506746,-66.320885
18.247524752475247,1.0445544554455446,2,2,region-49,headquarters,2012-02-02 13:15:00,-0.24566217,-136.0792
34.36082474226804,1.1030927835051547,2,5,region-7,branch41,2012-02-02 13:15:00,-0.25458306,-77.92354
13.768292682926829,1.1219512195121952,2,1,region-3,branch125,2012-02-02 13:15:00,-0.25828454,-112.83267
34.464646464646464,1.101010101010101,3,5,region-7,branch198,2012-02-02 13:15:00,-0.26231542,-70.04862
35.83505154639175,1.041237113402062,2,4,region-7,branch85,2012-02-02 13:15:00,-0.28396702,-66.32769
15.36986301369863,1.0684931506849316,2,1,region-49,branch15,2012-02-02 13:15:00,-0.3161695,-134.06
15.864197530864198,1.0740740740740742,2,1,region-49,branch25,2012-02-02 13:15:00,-0.31800413,-139.53722
35.722772277227726,1.0495049504950495,2,5,region-7,branch187,2012-02-02 13:15:00,-0.32160717,-70.20712
39.09090909090909,1.0909090909090908,2,5,region-7,branch67,2012-02-02 13:15:00,-0.35795873,-74.428825
37.896907216494846,1.0618556701030928,2,5,region-30,branch28,2012-02-02 13:15:00,-0.36512673,-100.64334
16.17283950617284,1.0987654320987654,2,1,region-8,branch95,2012-02-02 13:15:00,-0.38562214,-117.542534
37.824742268041234,1.1030927835051547,2,3,region-7,branch103,2012-02-02 13:15:00,-0.4012441,-70.700226
33.343434343434346,1.0909090909090908,2,4,region-3,branch132,2012-02-02 13:15:00,-0.46244356,-104.630775
36.36,1.12,2,3,region-7,branch126,2012-02-02 13:15:00,-0.4701434,-78.015205
34.704081632653065,1.163265306122449,3,3,region-7,branch134,2012-02-02 13:15:00,-0.4758231,-72.54735
34.93814432989691,1.092783505154639,2,3,region-30,branch43,2012-02-02 13:15:00,-0.49747103,-100.46174
16.2972972972973,1.0945945945945945,3,1,region-8,branch5,2012-02-02 13:15:00,-0.5025438,-121.69267
16.45945945945946,1.135135135135135,2,1,region-8,branch123,2012-02-02 13:15:00,-0.52038753,-127.402016
35.084210526315786,1.0526315789473684,2,5,region-7,branch124,2012-02-02 13:15:00,-0.52543896,-73.21935
13.44,1.0666666666666667,2,1,region-34,branch26,2012-02-02 13:15:00,-0.5500895,-149.96669
32.12244897959184,1.0816326530612246,2,3,region-30,branch1,2012-02-02 13:15:00,-0.55741405,-100.95502
13.74390243902439,1.048780487804878,2,1,region-49,branch16,2012-02-02 13:15:00,-0.57566255,-132.439
16.858974358974358,1.1025641025641026,2,1,region-49,branch30,2012-02-02 13:15:00,-0.6139019,-132.42099
37.29896907216495,1.041237113402062,2,3,region-7,branch62,2012-02-02 13:15:00,-0.68789345,-70.93918
36.5,1.0918367346938775,2,5,region-7,branch199,2012-02-02 13:15:00,-0.6990458,-69.60877
