numconnections_avg,policystatus_avg,policystatus_max,activityflag_max,businessunit,facility,healthtime,latitude,longitude
15.038461538461538,1.2564102564102564,3,1,region-7,branch133,2012-02-03 00:15:00,-0.0105513,-75.705475
15.320512820512821,1.2435897435897436,3,1,region-38,branch17,2012-02-03 00:15:00,-0.01573587,-88.49835
34.24742268041237,1.2577319587628866,3,5,region-34,branch17,2012-02-03 00:15:00,-0.01761969,-150.9346
13.4375,1.3375,3,1,region-38,branch19,2012-02-03 00:15:00,-0.07934581,-90.04849
16.136986301369863,1.36986301369863,3,1,region-30,branch20,2012-02-03 00:15:00,-0.0809674,-97.26061
35.505050505050505,1.3232323232323233,4,5,region-34,branch44,2012-02-03 00:15:00,-0.08550033,-150.82085
16.068493150684933,1.2602739726027397,3,1,region-30,branch27,2012-02-03 00:15:00,-0.09190982,-98.19989
15.013513513513514,1.3243243243243243,3,1,region-7,branch36,2012-02-03 00:15:00,-0.12656759,-76.67222
15.027397260273972,1.2876712328767124,2,1,region-30,branch39,2012-02-03 00:15:00,-0.12690535,-98.78048
14.7125,1.225,4,1,region-7,branch31,2012-02-03 00:15:00,-0.13202973,-73.12797
17.658227848101266,1.1265822784810127,2,1,region-30,branch4,2012-02-03 00:15:00,-0.1417535,-97.491325
37.17821782178218,1.297029702970297,3,5,region-8,branch41,2012-02-03 00:15:00,-0.14785725,-122.86001
35.30927835051546,1.2164948453608246,3,4,region-8,branch50,2012-02-03 00:15:00,-0.16285117,-120.65348
16.423076923076923,1.2179487179487178,3,1,region-7,branch2,2012-02-03 00:15:00,-0.17020155,-72.023476
34.07216494845361,1.2783505154639174,3,5,region-3,branch84,2012-02-03 00:15:00,-0.17091104,-113.38386
13.706666666666667,1.4,3,1,region-38,branch12,2012-02-03 00:15:00,-0.17837262,-87.48193
14.0,1.3333333333333333,4,1,region-38,branch3,2012-02-03 00:15:00,-0.17865051,-90.20055
13.631578947368421,1.25,2,1,region-7,branch105,2012-02-03 00:15:00,-0.189315,-71.05607
15.79746835443038,1.1898734177215189,2,1,region-7,branch172,2012-02-03 00:15:00,-0.2198283,-74.323135
17.545454545454547,1.3506493506493507,3,1,region-7,branch119,2012-02-03 00:15:00,-0.22560295,-74.54226
35.15841584158416,1.2079207920792079,3,5,region-8,branch140,2012-02-03 00:15:00,-0.22916475,-120.20289
13.642857142857142,1.2714285714285714,3,1,region-7,branch33,2012-02-03 00:15:00,-0.23208515,-74.02081
17.166666666666668,1.3333333333333333,3,1,region-7,branch34,2012-02-03 00:15:00,-0.23506746,-66.320885
40.772,1.224,3,5,region-49,headquarters,2012-02-03 00:15:00,-0.24566217,-136.0792
13.975609756097562,1.3048780487804879,3,1,region-7,branch41,2012-02-03 00:15:00,-0.25458306,-77.92354
34.22222222222222,1.3535353535353536,4,5,region-3,branch125,2012-02-03 00:15:00,-0.25828454,-112.83267
14.666666666666666,1.3333333333333333,3,1,region-7,branch198,2012-02-03 00:15:00,-0.26231542,-70.04862
14.576923076923077,1.2179487179487178,3,1,region-7,branch85,2012-02-03 00:15:00,-0.28396702,-66.32769
33.1875,1.1979166666666667,3,5,region-49,branch15,2012-02-03 00:15:00,-0.3161695,-134.06
37.01010101010101,1.2121212121212122,3,5,region-49,branch25,2012-02-03 00:15:00,-0.31800413,-139.53722
13.329268292682928,1.2195121951219512,3,1,region-7,branch187,2012-02-03 00:15:00,-0.32160717,-70.20712
14.674698795180722,1.3373493975903614,3,1,region-7,branch67,2012-02-03 00:15:00,-0.35795873,-74.428825
16.415584415584416,1.1948051948051948,3,2,region-30,branch28,2012-02-03 00:15:00,-0.36512673,-100.64334
36.402061855670105,1.3195876288659794,4,5,region-8,branch95,2012-02-03 00:15:00,-0.38562214,-117.542534
12.511904761904763,1.2857142857142858,3,1,region-7,branch103,2012-02-03 00:15:00,-0.4012441,-70.700226
16.346153846153847,1.3333333333333333,3,1,region-3,branch132,2012-02-03 00:15:00,-0.46244356,-104.630775
14.512820512820513,1.3333333333333333,4,1,region-7,branch126,2012-02-03 00:15:00,-0.4701434,-78.015205
14.939024390243903,1.329268292682927,3,1,region-7,branch134,2012-02-03 00:15:00,-0.4758231,-72.54735
13.157894736842104,1.2236842105263157,3,1,region-30,branch43,2012-02-03 00:15:00,-0.49747103,-100.46174
34.66315789473684,1.2947368421052632,4,5,region-8,branch5,2012-02-03 00:15:00,-0.5025438,-121.69267
35.32,1.26,3,3,region-8,branch123,2012-02-03 00:15:00,-0.52038753,-127.402016
14.987012987012987,1.2597402597402598,3,1,region-7,branch124,2012-02-03 00:15:00,-0.52543896,-73.21935
37.656565656565654,1.2121212121212122,4,3,region-34,branch26,2012-02-03 00:15:00,-0.5500895,-149.96669
14.451219512195122,1.1829268292682926,3,1,region-30,branch1,2012-02-03 00:15:00,-0.55741405,-100.95502
34.19607843137255,1.2156862745098038,3,5,region-49,branch16,2012-02-03 00:15:00,-0.57566255,-132.439
33.34,1.25,3,4,region-49,branch30,2012-02-03 00:15:00,-0.6139019,-132.42099
15.9,1.1875,2,1,region-7,branch62,2012-02-03 00:15:00,-0.68789345,-70.93918
13.7375,1.275,3,1,region-7,branch199,2012-02-03 00:15:00,-0.6990458,-69.60877
12.525641025641026,1.2307692307692308,3,1,region-7,branch170,2012-02-03 00:15:00,-0.70896614,-66.85594
15.710526315789474,1.394736842105263,3,1,region-7,branch79,2012-02-03 00:15:00,-0.7157165,-73.40418
18.246575342465754,1.3424657534246576,4,1,region-30,branch8,2012-02-03 00:15:00,-0.73010296,-99.462074
31.07,1.29,4,5,region-3,branch47,2012-02-03 00:15:00,-0.74557513,-110.66943
30.43877551020408,1.316326530612245,4,4,region-34,branch42,2012-02-03 00:15:00,-0.75803286,-150.1591
15.307692307692308,1.2307692307692308,3,1,region-7,branch166,2012-02-03 00:15:00,-0.7860539,-70.04175
35.65,1.29,3,5,region-34,branch33,2012-02-03 00:15:00,-0.79153305,-150.28049
16.657894736842106,1.394736842105263,4,1,region-7,branch75,2012-02-03 00:15:00,-0.8064681,-68.322975
15.432098765432098,1.3333333333333333,3,1,region-7,branch155,2012-02-03 00:15:00,-0.809066,-69.00529
14.808219178082192,1.2602739726027397,3,1,region-30,branch47,2012-02-03 00:15:00,-0.80932534,-98.80812
35.30927835051546,1.2164948453608246,3,5,region-34,branch49,2012-02-03 00:15:00,-0.819166,-151.37967
33.865979381443296,1.2268041237113403,3,5,region-3,branch173,2012-02-03 00:15:00,-0.8256797,-114.570786
36.208333333333336,1.2291666666666667,4,5,region-8,branch180,2012-02-03 00:15:00,-0.84082174,-123.251724
16.189873417721518,1.3164556962025316,3,1,region-30,branch30,2012-02-03 00:15:00,-0.8495673,-97.854645
12.657894736842104,1.2894736842105263,4,1,region-7,branch4,2012-02-03 00:15:00,-0.86778617,-76.74716
14.635294117647058,1.223529411764706,3,1,region-7,branch136,2012-02-03 00:15:00,-0.87100893,-69.89105
36.60204081632653,1.2448979591836735,3,5,region-8,branch148,2012-02-03 00:15:00,-0.884544,-118.94169
37.61616161616162,1.2828282828282829,3,1,region-49,branch14,2012-02-03 00:15:00,-0.8942651,-133.16776
15.625,1.2125,3,1,region-7,branch3,2012-02-03 00:15:00,-0.89620745,-73.72748
12.860759493670885,1.2278481012658229,3,1,region-30,branch6,2012-02-03 00:15:00,-0.9001197,-97.65355
14.802631578947368,1.25,3,1,region-7,branch148,2012-02-03 00:15:00,-0.9037966,-66.49352
17.096385542168676,1.3253012048192772,3,2,region-38,branch6,2012-02-03 00:15:00,-0.9102971,-80.46815
15.554054054054054,1.3513513513513513,4,1,region-3,branch98,2012-02-03 00:15:00,-0.9107681,-104.847725
36.61616161616162,1.2323232323232323,3,5,region-49,branch36,2012-02-03 00:15:00,-0.91273093,-138.14142
13.5,1.225,3,1,region-7,branch25,2012-02-03 00:15:00,-0.91615224,-73.073326
17.133333333333333,1.2266666666666666,3,1,region-7,branch7,2012-02-03 00:15:00,-0.916931,-73.65567
34.35353535353536,1.2828282828282829,3,3,region-49,branch43,2012-02-03 00:15:00,-0.9177209,-134.00449
33.31,1.24,3,5,region-8,branch64,2012-02-03 00:15:00,-0.92452174,-119.088524
36.5,1.1734693877551021,3,5,region-3,branch174,2012-02-03 00:15:00,-0.928035,-105.08365
18.205479452054796,1.2054794520547945,3,1,region-7,branch161,2012-02-03 00:15:00,-0.9372669,-71.567184
14.848101265822784,1.2151898734177216,2,1,region-7,branch76,2012-02-03 00:15:00,-0.9528948,-66.61351
34.97938144329897,1.3814432989690721,3,5,region-8,branch106,2012-02-03 00:15:00,-0.95793754,-120.654495
35.94949494949495,1.2222222222222223,3,4,region-8,branch153,2012-02-03 00:15:00,-0.96067846,-123.474815
16.27027027027027,1.2702702702702702,3,1,region-7,branch48,2012-02-03 00:15:00,-0.9681705,-78.70796
14.292682926829269,1.2317073170731707,3,1,region-7,branch72,2012-02-03 00:15:00,-0.9885199,-76.512794
17.506493506493506,1.2467532467532467,3,1,region-7,branch91,2012-02-03 00:15:00,-0.9906999,-70.266655
35.74747474747475,1.2626262626262625,4,5,region-8,branch139,2012-02-03 00:15:00,-0.9924685,-121.80701
34.17171717171717,1.2626262626262625,3,3,region-3,branch78,2012-02-03 00:15:00,-1.0151708,-107.183105
15.423076923076923,1.1923076923076923,3,1,region-30,branch49,2012-02-03 00:15:00,-1.0209401,-99.55787
34.90625,1.2291666666666667,4,5,region-49,branch11,2012-02-03 00:15:00,-1.0267035,-136.30339
34.63265306122449,1.2448979591836735,4,5,region-49,branch48,2012-02-03 00:15:00,-1.0430729,-133.81096
13.9375,1.3125,4,1,region-3,branch188,2012-02-03 00:15:00,-1.0825089,-102.77968
14.547619047619047,1.2142857142857142,3,1,region-30,branch25,2012-02-03 00:15:00,-1.122752,-98.62394
16.05952380952381,1.2023809523809523,2,1,region-30,branch40,2012-02-03 00:15:00,-1.1300814,-98.595245
37.020833333333336,1.3020833333333333,3,5,region-3,branch112,2012-02-03 00:15:00,-1.1387942,-114.162445
14.849315068493151,1.2054794520547945,3,1,region-3,branch101,2012-02-03 00:15:00,-1.1412269,-102.047806
36.92929292929293,1.2626262626262625,3,5,region-8,branch118,2012-02-03 00:15:00,-1.1805496,-116.3215
15.973333333333333,1.32,3,1,region-3,branch48,2012-02-03 00:15:00,-1.1911254,-104.00975
16.142857142857142,1.2987012987012987,3,1,region-3,branch170,2012-02-03 00:15:00,-1.2021078,-102.41951
14.125,1.1625,3,1,region-38,branch1,2012-02-03 00:15:00,-1.2067329,-89.33825
34.9009900990099,1.3267326732673268,4,5,region-3,branch46,2012-02-03 00:15:00,-1.2109253,-107.12232
38.20618556701031,1.2164948453608246,3,5,region-49,branch9,2012-02-03 00:15:00,-1.2149305,-129.01717
15.265822784810126,1.2151898734177216,2,1,region-30,branch48,2012-02-03 00:15:00,-1.2180604,-97.69637
16.295774647887324,1.2112676056338028,2,1,region-30,branch13,2012-02-03 00:15:00,-1.2540227,-96.941826
34.44210526315789,1.2526315789473683,3,4,region-8,branch174,2012-02-03 00:15:00,-1.3005471,-127.93006
34.89795918367347,1.2448979591836735,3,5,region-3,branch151,2012-02-03 00:15:00,-1.3017846,-110.98689
36.06060606060606,1.2828282828282829,3,5,region-49,branch3,2012-02-03 00:15:00,-1.3095222,-135.0706
34.72164948453608,1.309278350515464,3,1,region-8,branch3,2012-02-03 00:15:00,-1.3296562,-123.48816
15.076923076923077,1.2564102564102564,3,1,region-38,branch7,2012-02-03 00:15:00,-1.3754008,-83.435646
36.673469387755105,1.2653061224489797,3,4,region-3,branch119,2012-02-03 00:15:00,-1.3803736,-108.36136
35.11224489795919,1.2653061224489797,3,5,region-8,branch1,2012-02-03 00:15:00,-1.387548,-120.65238
35.677083333333336,1.3333333333333333,4,5,region-8,branch125,2012-02-03 00:15:00,-1.4122889,-120.62431
33.19387755102041,1.2551020408163265,3,3,region-8,branch141,2012-02-03 00:15:00,-1.4187384,-127.77208
34.97,1.22,3,3,region-3,branch57,2012-02-03 00:15:00,-1.4679742,-108.8353
15.093333333333334,1.2266666666666666,2,1,region-3,branch114,2012-02-03 00:15:00,-1.5346177,-104.18342
32.68041237113402,1.2783505154639174,4,5,region-3,branch121,2012-02-03 00:15:00,-1.5838797,-113.005844
35.18181818181818,1.2424242424242424,3,3,region-8,branch44,2012-02-03 00:15:00,-1.6051282,-118.44567
17.31168831168831,1.2857142857142858,3,1,region-30,branch16,2012-02-03 00:15:00,-1.6173728,-96.2382
15.7375,1.2875,4,1,region-30,branch15,2012-02-03 00:15:00,-1.6501718,-100.62569
34.10891089108911,1.386138613861386,3,5,region-8,branch103,2012-02-03 00:15:00,-1.6842605,-119.38739
33.40625,1.2604166666666667,2,3,region-3,branch10,2012-02-03 00:15:00,-1.6913824,-106.356415
35.888888888888886,1.3434343434343434,4,5,region-8,branch120,2012-02-03 00:15:00,-1.7032526,-127.76018
16.1125,1.2125,4,1,region-30,branch44,2012-02-03 00:15:00,-1.7076406,-96.40777
37.09183673469388,1.2040816326530612,3,4,region-8,branch80,2012-02-03 00:15:00,-1.7080529,-122.41739
35.54545454545455,1.3434343434343434,3,5,region-3,branch193,2012-02-03 00:15:00,-1.738256,-109.871216
34.597938144329895,1.268041237113402,3,5,region-49,branch6,2012-02-03 00:15:00,-1.7439672,-134.81456
32.242105263157896,1.2526315789473683,3,4,region-3,branch53,2012-02-03 00:15:00,-1.7579513,-107.84226
32.9009900990099,1.198019801980198,3,5,region-3,branch79,2012-02-03 00:15:00,-1.7851818,-111.71009
35.24,1.21,3,5,region-3,branch191,2012-02-03 00:15:00,-1.8144428,-109.272835
15.076923076923077,1.2820512820512822,3,1,region-30,branch14,2012-02-03 00:15:00,-1.8366337,-97.02708
36.60204081632653,1.2244897959183674,3,5,region-3,branch158,2012-02-03 00:15:00,-1.8408866,-108.68954
14.246913580246913,1.1851851851851851,3,1,region-30,branch10,2012-02-03 00:15:00,-1.8737961,-98.585335
34.52577319587629,1.1958762886597938,2,5,region-8,branch166,2012-02-03 00:15:00,-1.8783934,-120.92436
18.785714285714285,1.2023809523809523,5,1,region-30,branch22,2012-02-03 00:15:00,-1.8827386,-99.496765
33.628865979381445,1.2371134020618557,3,5,region-8,branch67,2012-02-03 00:15:00,-1.9487313,-125.23689
34.45,1.31,3,5,region-49,branch47,2012-02-03 00:15:00,-1.9497066,-135.5662
32.63636363636363,1.1616161616161615,4,3,region-3,branch76,2012-02-03 00:15:00,-1.9891772,-107.32649
37.785714285714285,1.1938775510204083,3,5,region-8,branch87,2012-02-03 00:15:00,-10.009007,-122.34356
35.36734693877551,1.2857142857142858,4,5,region-3,branch11,2012-02-03 00:15:00,-10.013837,-107.4571
13.5,1.3,3,1,region-29,branch25,2012-02-03 00:15:00,-10.027573,-80.25124
34.03125,1.2708333333333333,4,5,region-8,branch137,2012-02-03 00:15:00,-10.042875,-126.06281
39.41,1.23,3,5,region-3,branch146,2012-02-03 00:15:00,-10.075814,-108.779655
40.0,1.27,3,4,region-8,branch59,2012-02-03 00:15:00,-10.210328,-124.53757
36.10891089108911,1.188118811881188,3,5,region-3,branch200,2012-02-03 00:15:00,-10.225506,-113.957535
33.597938144329895,1.288659793814433,4,5,region-8,branch100,2012-02-03 00:15:00,-10.247392,-118.80294
14.632911392405063,1.1772151898734178,4,1,region-29,branch36,2012-02-03 00:15:00,-10.26839,-84.23949
35.86138613861386,1.2178217821782178,2,5,region-32,branch14,2012-02-03 00:15:00,-10.361437,-133.58795
34.696969696969695,1.3232323232323233,3,5,region-3,branch128,2012-02-03 00:15:00,-10.384983,-106.486
35.755102040816325,1.2142857142857142,3,5,region-8,branch21,2012-02-03 00:15:00,-10.435757,-127.00645
35.78350515463917,1.3298969072164948,3,5,region-32,branch31,2012-02-03 00:15:00,-10.542702,-134.15945
13.6,1.175,3,1,region-29,branch21,2012-02-03 00:15:00,-10.546223,-93.30407
16.324675324675326,1.2857142857142858,3,1,region-29,branch22,2012-02-03 00:15:00,-10.551564,-94.97432
37.65,1.2,2,4,region-8,branch51,2012-02-03 00:15:00,-10.587707,-116.008644
15.475,1.2125,3,1,region-29,branch31,2012-02-03 00:15:00,-10.595649,-81.755295
35.50515463917526,1.309278350515464,3,1,region-3,branch198,2012-02-03 00:15:00,-10.609686,-107.40491
34.53465346534654,1.2277227722772277,3,3,region-32,branch48,2012-02-03 00:15:00,-10.610467,-132.92773
16.67948717948718,1.4102564102564104,5,1,region-29,branch24,2012-02-03 00:15:00,-10.636432,-83.656105
38.06930693069307,1.2574257425742574,3,5,region-8,branch84,2012-02-03 00:15:00,-10.723102,-126.22336
13.9,1.3125,3,1,region-29,branch42,2012-02-03 00:15:00,-10.737165,-89.56144
36.2680412371134,1.3195876288659794,4,5,region-8,branch105,2012-02-03 00:15:00,-10.740404,-127.183174
34.103092783505154,1.2577319587628866,3,5,region-8,branch190,2012-02-03 00:15:00,-10.765263,-127.5163
14.023809523809524,1.2142857142857142,3,1,region-29,branch45,2012-02-03 00:15:00,-10.822626,-90.431915
38.55670103092783,1.3298969072164948,3,5,region-3,branch137,2012-02-03 00:15:00,-10.838997,-105.862236
34.0,1.1958762886597938,3,5,region-32,branch33,2012-02-03 00:15:00,-10.839356,-132.83717
34.322916666666664,1.21875,3,5,region-3,branch118,2012-02-03 00:15:00,-10.853412,-109.027534
33.21782178217822,1.1683168316831682,4,3,region-8,branch19,2012-02-03 00:15:00,-10.858417,-122.984085
34.145833333333336,1.3125,3,5,region-8,branch192,2012-02-03 00:15:00,-10.881108,-123.308914
31.782178217821784,1.2673267326732673,3,5,region-8,branch32,2012-02-03 00:15:00,-10.887847,-119.200554
36.36082474226804,1.2577319587628866,3,5,region-3,branch186,2012-02-03 00:15:00,-10.902398,-111.98647
32.255102040816325,1.2857142857142858,3,5,region-32,branch36,2012-02-03 00:15:00,-10.924581,-134.43536
16.304878048780488,1.3048780487804879,4,1,region-29,branch3,2012-02-03 00:15:00,-10.925243,-81.952446
15.961538461538462,1.205128205128205,3,1,region-3,branch67,2012-02-03 00:15:00,-10.949725,-104.98707
33.45,1.3,3,5,region-3,branch157,2012-02-03 00:15:00,-10.985682,-106.66773
37.81443298969072,1.2474226804123711,3,5,region-3,branch20,2012-02-03 00:15:00,-10.988306,-108.922775
36.90816326530612,1.2653061224489797,4,5,region-8,branch9,2012-02-03 00:15:00,-11.054409,-123.391
