numconnections_avg,policystatus_avg,policystatus_max,activityflag_max,businessunit,facility,healthtime,latitude,longitude
16.192307692307693,1.2435897435897436,3,1,region-7,branch133,2012-02-03 00:00:00,-0.0105513,-75.705475
15.435897435897436,1.2435897435897436,3,1,region-38,branch17,2012-02-03 00:00:00,-0.01573587,-88.49835
36.0,1.2577319587628866,3,5,region-34,branch17,2012-02-03 00:00:00,-0.01761969,-150.9346
14.291139240506329,1.3291139240506329,3,1,region-38,branch19,2012-02-03 00:00:00,-0.07934581,-90.04849
15.04054054054054,1.3513513513513513,3,2,region-30,branch20,2012-02-03 00:00:00,-0.0809674,-97.26061
34.39393939393939,1.3232323232323233,4,5,region-34,branch44,2012-02-03 00:00:00,-0.08550033,-150.82085
17.21917808219178,1.2602739726027397,3,1,region-30,branch27,2012-02-03 00:00:00,-0.09190982,-98.19989
15.64864864864865,1.3243243243243243,3,1,region-7,branch36,2012-02-03 00:00:00,-0.12656759,-76.67222
15.438356164383562,1.2876712328767124,2,1,region-30,branch39,2012-02-03 00:00:00,-0.12690535,-98.78048
14.6875,1.225,4,1,region-7,branch31,2012-02-03 00:00:00,-0.13202973,-73.12797
17.772151898734176,1.1139240506329113,2,1,region-30,branch4,2012-02-03 00:00:00,-0.1417535,-97.491325
34.336633663366335,1.2772277227722773,3,5,region-8,branch41,2012-02-03 00:00:00,-0.14785725,-122.86001
38.30927835051546,1.2061855670103092,3,5,region-8,branch50,2012-02-03 00:00:00,-0.16285117,-120.65348
16.641025641025642,1.1923076923076923,3,1,region-7,branch2,2012-02-03 00:00:00,-0.17020155,-72.023476
35.329896907216494,1.2783505154639174,3,5,region-3,branch84,2012-02-03 00:00:00,-0.17091104,-113.38386
16.013333333333332,1.4,3,1,region-38,branch12,2012-02-03 00:00:00,-0.17837262,-87.48193
14.756410256410257,1.3333333333333333,4,1,region-38,branch3,2012-02-03 00:00:00,-0.17865051,-90.20055
14.539473684210526,1.236842105263158,2,1,region-7,branch105,2012-02-03 00:00:00,-0.189315,-71.05607
17.102564102564102,1.1923076923076923,2,1,region-7,branch172,2012-02-03 00:00:00,-0.2198283,-74.323135
16.74025974025974,1.3246753246753247,3,1,region-7,branch119,2012-02-03 00:00:00,-0.22560295,-74.54226
34.554455445544555,1.2079207920792079,3,5,region-8,branch140,2012-02-03 00:00:00,-0.22916475,-120.20289
16.928571428571427,1.2714285714285714,3,1,region-7,branch33,2012-02-03 00:00:00,-0.23208515,-74.02081
15.23076923076923,1.3333333333333333,3,1,region-7,branch34,2012-02-03 00:00:00,-0.23506746,-66.320885
39.78269617706238,1.2193158953722334,3,5,region-49,headquarters,2012-02-03 00:00:00,-0.24566217,-136.0792
12.646341463414634,1.3048780487804879,3,1,region-7,branch41,2012-02-03 00:00:00,-0.25458306,-77.92354
31.76,1.33,4,5,region-3,branch125,2012-02-03 00:00:00,-0.25828454,-112.83267
14.952380952380953,1.3333333333333333,3,1,region-7,branch198,2012-02-03 00:00:00,-0.26231542,-70.04862
13.282051282051283,1.2179487179487178,3,1,region-7,branch85,2012-02-03 00:00:00,-0.28396702,-66.32769
39.8125,1.1979166666666667,3,3,region-49,branch15,2012-02-03 00:00:00,-0.3161695,-134.06
37.282828282828284,1.202020202020202,3,5,region-49,branch25,2012-02-03 00:00:00,-0.31800413,-139.53722
16.024390243902438,1.2073170731707317,3,1,region-7,branch187,2012-02-03 00:00:00,-0.32160717,-70.20712
16.0,1.3253012048192772,3,1,region-7,branch67,2012-02-03 00:00:00,-0.35795873,-74.428825
15.532467532467532,1.1948051948051948,3,1,region-30,branch28,2012-02-03 00:00:00,-0.36512673,-100.64334
34.06185567010309,1.2989690721649485,4,5,region-8,branch95,2012-02-03 00:00:00,-0.38562214,-117.542534
12.392857142857142,1.2738095238095237,3,1,region-7,branch103,2012-02-03 00:00:00,-0.4012441,-70.700226
13.102564102564102,1.3333333333333333,3,1,region-3,branch132,2012-02-03 00:00:00,-0.46244356,-104.630775
16.128205128205128,1.3205128205128205,4,1,region-7,branch126,2012-02-03 00:00:00,-0.4701434,-78.015205
13.646341463414634,1.329268292682927,3,1,region-7,branch134,2012-02-03 00:00:00,-0.4758231,-72.54735
15.197368421052632,1.2236842105263157,3,1,region-30,branch43,2012-02-03 00:00:00,-0.49747103,-100.46174
33.810526315789474,1.2947368421052632,4,3,region-8,branch5,2012-02-03 00:00:00,-0.5025438,-121.69267
35.8,1.26,3,5,region-8,branch123,2012-02-03 00:00:00,-0.52038753,-127.402016
14.545454545454545,1.2337662337662338,3,1,region-7,branch124,2012-02-03 00:00:00,-0.52543896,-73.21935
34.898989898989896,1.2121212121212122,4,1,region-34,branch26,2012-02-03 00:00:00,-0.5500895,-149.96669
13.841463414634147,1.1829268292682926,3,1,region-30,branch1,2012-02-03 00:00:00,-0.55741405,-100.95502
32.26470588235294,1.2156862745098038,3,5,region-49,branch16,2012-02-03 00:00:00,-0.57566255,-132.439
35.35,1.23,3,5,region-49,branch30,2012-02-03 00:00:00,-0.6139019,-132.42099
16.10126582278481,1.1898734177215189,2,1,region-7,branch62,2012-02-03 00:00:00,-0.68789345,-70.93918
13.6375,1.2625,3,1,region-7,branch199,2012-02-03 00:00:00,-0.6990458,-69.60877
12.417721518987342,1.2151898734177216,3,2,region-7,branch170,2012-02-03 00:00:00,-0.70896614,-66.85594
14.644736842105264,1.394736842105263,3,1,region-7,branch79,2012-02-03 00:00:00,-0.7157165,-73.40418
16.561643835616437,1.3424657534246576,4,1,region-30,branch8,2012-02-03 00:00:00,-0.73010296,-99.462074
35.36,1.29,4,5,region-3,branch47,2012-02-03 00:00:00,-0.74557513,-110.66943
36.704081632653065,1.3061224489795917,4,5,region-34,branch42,2012-02-03 00:00:00,-0.75803286,-150.1591
15.64102564102564,1.2307692307692308,3,1,region-7,branch166,2012-02-03 00:00:00,-0.7860539,-70.04175
35.53,1.29,3,3,region-34,branch33,2012-02-03 00:00:00,-0.79153305,-150.28049
17.039473684210527,1.394736842105263,4,1,region-7,branch75,2012-02-03 00:00:00,-0.8064681,-68.322975
15.382716049382717,1.3209876543209877,3,1,region-7,branch155,2012-02-03 00:00:00,-0.809066,-69.00529
14.917808219178083,1.2602739726027397,3,1,region-30,branch47,2012-02-03 00:00:00,-0.80932534,-98.80812
36.03092783505155,1.2061855670103092,3,5,region-34,branch49,2012-02-03 00:00:00,-0.819166,-151.37967
34.52577319587629,1.2061855670103092,3,5,region-3,branch173,2012-02-03 00:00:00,-0.8256797,-114.570786
38.31578947368421,1.2210526315789474,3,4,region-8,branch180,2012-02-03 00:00:00,-0.84082174,-123.251724
14.10126582278481,1.3164556962025316,3,1,region-30,branch30,2012-02-03 00:00:00,-0.8495673,-97.854645
14.868421052631579,1.2894736842105263,4,1,region-7,branch4,2012-02-03 00:00:00,-0.86778617,-76.74716
12.376470588235295,1.223529411764706,3,1,region-7,branch136,2012-02-03 00:00:00,-0.87100893,-69.89105
36.775510204081634,1.2448979591836735,3,5,region-8,branch148,2012-02-03 00:00:00,-0.884544,-118.94169
31.848484848484848,1.2727272727272727,3,5,region-49,branch14,2012-02-03 00:00:00,-0.8942651,-133.16776
17.518987341772153,1.2025316455696202,3,1,region-7,branch3,2012-02-03 00:00:00,-0.89620745,-73.72748
15.625,1.2125,3,2,region-30,branch6,2012-02-03 00:00:00,-0.9001197,-97.65355
16.67105263157895,1.25,3,1,region-7,branch148,2012-02-03 00:00:00,-0.9037966,-66.49352
14.80722891566265,1.3132530120481927,3,1,region-38,branch6,2012-02-03 00:00:00,-0.9102971,-80.46815
13.81081081081081,1.3513513513513513,4,1,region-3,branch98,2012-02-03 00:00:00,-0.9107681,-104.847725
39.1530612244898,1.2244897959183674,3,5,region-49,branch36,2012-02-03 00:00:00,-0.91273093,-138.14142
14.85,1.2125,3,1,region-7,branch25,2012-02-03 00:00:00,-0.91615224,-73.073326
17.594594594594593,1.2297297297297298,3,1,region-7,branch7,2012-02-03 00:00:00,-0.916931,-73.65567
34.724489795918366,1.2755102040816326,3,3,region-49,branch43,2012-02-03 00:00:00,-0.9177209,-134.00449
40.34,1.24,3,5,region-8,branch64,2012-02-03 00:00:00,-0.92452174,-119.088524
38.357142857142854,1.1734693877551021,3,5,region-3,branch174,2012-02-03 00:00:00,-0.928035,-105.08365
16.589041095890412,1.2054794520547945,3,1,region-7,branch161,2012-02-03 00:00:00,-0.9372669,-71.567184
14.91139240506329,1.2151898734177216,2,1,region-7,branch76,2012-02-03 00:00:00,-0.9528948,-66.61351
36.642857142857146,1.3775510204081634,3,5,region-8,branch106,2012-02-03 00:00:00,-0.95793754,-120.654495
38.73737373737374,1.2222222222222223,3,5,region-8,branch153,2012-02-03 00:00:00,-0.96067846,-123.474815
16.364864864864863,1.2702702702702702,3,1,region-7,branch48,2012-02-03 00:00:00,-0.9681705,-78.70796
14.060975609756097,1.2317073170731707,3,1,region-7,branch72,2012-02-03 00:00:00,-0.9885199,-76.512794
14.285714285714286,1.2467532467532467,3,1,region-7,branch91,2012-02-03 00:00:00,-0.9906999,-70.266655
37.27272727272727,1.2525252525252526,4,5,region-8,branch139,2012-02-03 00:00:00,-0.9924685,-121.80701
36.95959595959596,1.2626262626262625,3,4,region-3,branch78,2012-02-03 00:00:00,-1.0151708,-107.183105
14.792207792207792,1.1818181818181819,3,1,region-30,branch49,2012-02-03 00:00:00,-1.0209401,-99.55787
36.375,1.2291666666666667,4,5,region-49,branch11,2012-02-03 00:00:00,-1.0267035,-136.30339
33.05102040816327,1.2448979591836735,4,3,region-49,branch48,2012-02-03 00:00:00,-1.0430729,-133.81096
15.075,1.3125,4,1,region-3,branch188,2012-02-03 00:00:00,-1.0825089,-102.77968
12.44047619047619,1.2142857142857142,3,1,region-30,branch25,2012-02-03 00:00:00,-1.122752,-98.62394
16.481927710843372,1.2048192771084338,2,1,region-30,branch40,2012-02-03 00:00:00,-1.1300814,-98.595245
31.760416666666668,1.2916666666666667,3,4,region-3,branch112,2012-02-03 00:00:00,-1.1387942,-114.162445
14.904109589041095,1.2054794520547945,3,1,region-3,branch101,2012-02-03 00:00:00,-1.1412269,-102.047806
35.60606060606061,1.2626262626262625,3,5,region-8,branch118,2012-02-03 00:00:00,-1.1805496,-116.3215
