num_ipaddr,healthtime,machineclass
6131,2012-02-03 13:00:00,atm
24336,2012-02-03 13:00:00,multiple
33786,2012-02-03 13:00:00,compute
18930,2012-02-03 13:00:00,file server
5879,2012-02-03 13:00:00,email
12997,2012-02-03 13:00:00,web
11082,2012-02-03 13:00:00,office
4923,2012-02-03 13:00:00,loan
4967,2012-02-03 13:00:00,teller
6134,2012-02-03 13:15:00,atm
24328,2012-02-03 13:15:00,multiple
33790,2012-02-03 13:15:00,compute
18922,2012-02-03 13:15:00,file server
5880,2012-02-03 13:15:00,email
12998,2012-02-03 13:15:00,web
11078,2012-02-03 13:15:00,office
4920,2012-02-03 13:15:00,loan
4974,2012-02-03 13:15:00,teller
6133,2012-02-03 13:30:00,atm
24321,2012-02-03 13:30:00,multiple
33796,2012-02-03 13:30:00,compute
18924,2012-02-03 13:30:00,file server
5879,2012-02-03 13:30:00,email
12995,2012-02-03 13:30:00,web
11082,2012-02-03 13:30:00,office
4920,2012-02-03 13:30:00,loan
4977,2012-02-03 13:30:00,teller
6134,2012-02-03 13:45:00,atm
24331,2012-02-03 13:45:00,multiple
33780,2012-02-03 13:45:00,compute
18930,2012-02-03 13:45:00,file server
5873,2012-02-03 13:45:00,email
12991,2012-02-03 13:45:00,web
11096,2012-02-03 13:45:00,office
4920,2012-02-03 13:45:00,loan
4978,2012-02-03 13:45:00,teller
6135,2012-02-03 14:00:00,atm
24345,2012-02-03 14:00:00,multiple
33789,2012-02-03 14:00:00,compute
18933,2012-02-03 14:00:00,file server
5879,2012-02-03 14:00:00,email
12989,2012-02-03 14:00:00,web
11090,2012-02-03 14:00:00,office
4927,2012-02-03 14:00:00,loan
4979,2012-02-03 14:00:00,teller
6133,2012-02-03 14:15:00,atm
24350,2012-02-03 14:15:00,multiple
33793,2012-02-03 14:15:00,compute
18931,2012-02-03 14:15:00,file server
5884,2012-02-03 14:15:00,email
12989,2012-02-03 14:15:00,web
11086,2012-02-03 14:15:00,office
4922,2012-02-03 14:15:00,loan
4974,2012-02-03 14:15:00,teller
6132,2012-02-03 14:30:00,atm
24346,2012-02-03 14:30:00,multiple
33806,2012-02-03 14:30:00,compute
18929,2012-02-03 14:30:00,file server
5882,2012-02-03 14:30:00,email
12996,2012-02-03 14:30:00,web
11086,2012-02-03 14:30:00,office
4918,2012-02-03 14:30:00,loan
4980,2012-02-03 14:30:00,teller
6130,2012-02-03 14:45:00,atm
24332,2012-02-03 14:45:00,multiple
33797,2012-02-03 14:45:00,compute
18936,2012-02-03 14:45:00,file server
5883,2012-02-03 14:45:00,email
12999,2012-02-03 14:45:00,web
11087,2012-02-03 14:45:00,office
4916,2012-02-03 14:45:00,loan
4980,2012-02-03 14:45:00,teller
6130,2012-02-03 15:00:00,atm
24337,2012-02-03 15:00:00,multiple
33793,2012-02-03 15:00:00,compute
18934,2012-02-03 15:00:00,file server
5883,2012-02-03 15:00:00,email
12998,2012-02-03 15:00:00,web
18468,2012-02-03 15:00:00,office
8165,2012-02-03 15:00:00,loan
8168,2012-02-03 15:00:00,teller
6133,2012-02-03 15:15:00,atm
24342,2012-02-03 15:15:00,multiple
33786,2012-02-03 15:15:00,compute
18931,2012-02-03 15:15:00,file server
5883,2012-02-03 15:15:00,email
12994,2012-02-03 15:15:00,web
18472,2012-02-03 15:15:00,office
8164,2012-02-03 15:15:00,loan
8163,2012-02-03 15:15:00,teller
6135,2012-02-03 15:30:00,atm
24338,2012-02-03 15:30:00,multiple
33793,2012-02-03 15:30:00,compute
18931,2012-02-03 15:30:00,file server
5880,2012-02-03 15:30:00,email
12994,2012-02-03 15:30:00,web
18474,2012-02-03 15:30:00,office
8162,2012-02-03 15:30:00,loan
8170,2012-02-03 15:30:00,teller
6136,2012-02-03 15:45:00,atm
24341,2012-02-03 15:45:00,multiple
33795,2012-02-03 15:45:00,compute
18932,2012-02-03 15:45:00,file server
5878,2012-02-03 15:45:00,email
12992,2012-02-03 15:45:00,web
18478,2012-02-03 15:45:00,office
8160,2012-02-03 15:45:00,loan
8170,2012-02-03 15:45:00,teller
6138,2012-02-03 16:00:00,atm
24339,2012-02-03 16:00:00,multiple
33799,2012-02-03 16:00:00,compute
18944,2012-02-03 16:00:00,file server
5878,2012-02-03 16:00:00,email
12996,2012-02-03 16:00:00,web
18489,2012-02-03 16:00:00,office
8161,2012-02-03 16:00:00,loan
8170,2012-02-03 16:00:00,teller
6137,2012-02-03 16:15:00,atm
24348,2012-02-03 16:15:00,multiple
33797,2012-02-03 16:15:00,compute
18939,2012-02-03 16:15:00,file server
5879,2012-02-03 16:15:00,email
12994,2012-02-03 16:15:00,web
18489,2012-02-03 16:15:00,office
8148,2012-02-03 16:15:00,loan
8155,2012-02-03 16:15:00,teller
6137,2012-02-03 16:30:00,atm
24341,2012-02-03 16:30:00,multiple
33795,2012-02-03 16:30:00,compute
18936,2012-02-03 16:30:00,file server
5879,2012-02-03 16:30:00,email
12989,2012-02-03 16:30:00,web
18493,2012-02-03 16:30:00,office
8154,2012-02-03 16:30:00,loan
8147,2012-02-03 16:30:00,teller
