num_ips,healthtime,longitude,latitude,machinefunction,policystatus
1,2012-02-02 17:30:00,-144.79274,36.03496,compute,5
1,2012-02-02 17:30:00,-132.15572,4.4721417,teller,5
1,2012-02-02 17:30:00,-117.09456,-11.340638,loan,5
1,2012-02-02 17:30:00,-113.02294,32.78322,file server,5
1,2012-02-02 17:30:00,-111.52121,-2.3593233,web,5
1,2012-02-02 17:30:00,-101.19883,31.065144,compute,5
1,2012-02-02 17:30:00,-101.19883,31.065144,file server,5
1,2012-02-02 17:30:00,-95.27131,29.40438,teller,5
1,2012-02-02 17:30:00,-87.91626,41.015537,loan,5
1,2012-02-02 17:30:00,-84.22911,26.380907,atm,5
1,2012-02-02 17:30:00,-80.2927,16.648775,office,5
1,2012-02-02 17:30:00,-57.392933,23.375921,teller,5
1,2012-02-02 17:30:00,-56.396664,34.309483,atm,5
1,2012-02-02 17:30:00,-53.726196,45.483593,email,5
