num_ips,healthtime,longitude,latitude,machinefunction,policystatus
1,2012-02-02 19:15:00,-148.8732,25.331583,multiple,5
2,2012-02-02 19:15:00,-144.79274,36.03496,compute,5
1,2012-02-02 19:15:00,-140.20251,53.125618,atm,5
1,2012-02-02 19:15:00,-137.75,41.201653,web,5
1,2012-02-02 19:15:00,-132.3398,-5.049313,teller,5
1,2012-02-02 19:15:00,-132.15572,4.4721417,teller,5
1,2012-02-02 19:15:00,-123.36988,-6.6936483,multiple,5
1,2012-02-02 19:15:00,-122.5633,-14.542416,compute,5
1,2012-02-02 19:15:00,-117.09456,-11.340638,loan,5
1,2012-02-02 19:15:00,-113.02294,32.78322,file server,5
1,2012-02-02 19:15:00,-113.02294,32.78322,web,5
2,2012-02-02 19:15:00,-111.52121,-2.3593233,web,5
1,2012-02-02 19:15:00,-111.52121,-2.3593233,office,5
1,2012-02-02 19:15:00,-101.19883,31.065144,compute,5
1,2012-02-02 19:15:00,-101.19883,31.065144,file server,5
2,2012-02-02 19:15:00,-100.557335,66.6357,compute,5
1,2012-02-02 19:15:00,-95.27131,29.40438,teller,5
1,2012-02-02 19:15:00,-87.91626,41.015537,loan,5
1,2012-02-02 19:15:00,-84.22911,26.380907,atm,5
1,2012-02-02 19:15:00,-80.2927,16.648775,office,5
1,2012-02-02 19:15:00,-73.204956,21.097208,office,5
1,2012-02-02 19:15:00,-70.41286,0.95105463,compute,5
1,2012-02-02 19:15:00,-67.1721,32.958656,office,5
1,2012-02-02 19:15:00,-57.392933,23.375921,teller,5
1,2012-02-02 19:15:00,-56.396664,34.309483,atm,5
1,2012-02-02 19:15:00,-53.726196,45.483593,email,5
