num_ips,healthtime,longitude,latitude,machinefunction,policystatus
1,2012-02-04 06:15:00,-157.95126,8.187833,office,5
1,2012-02-04 06:15:00,-157.75398,10.316622,multiple,5
1,2012-02-04 06:15:00,-157.69624,9.970395,atm,5
1,2012-02-04 06:15:00,-157.69624,9.970395,office,5
1,2012-02-04 06:15:00,-157.43454,12.537946,file server,5
1,2012-02-04 06:15:00,-157.43454,12.537946,loan,5
1,2012-02-04 06:15:00,-157.4065,7.14885,email,5
1,2012-02-04 06:15:00,-156.94113,11.879465,atm,5
1,2012-02-04 06:15:00,-156.83212,6.3771725,atm,5
1,2012-02-04 06:15:00,-156.74644,11.767954,file server,5
1,2012-02-04 06:15:00,-156.74644,11.767954,office,5
1,2012-02-04 06:15:00,-156.68741,6.597197,multiple,5
1,2012-02-04 06:15:00,-156.32468,10.167218,office,5
1,2012-02-04 06:15:00,-156.27576,12.514445,office,5
1,2012-02-04 06:15:00,-156.0669,9.270692,office,5
1,2012-02-04 06:15:00,-155.8597,6.435904,office,5
1,2012-02-04 06:15:00,-155.6087,11.593182,file server,5
1,2012-02-04 06:15:00,-155.5576,9.688134,loan,5
1,2012-02-04 06:15:00,-154.6626,22.512934,office,5
1,2012-02-04 06:15:00,-154.53899,17.93745,multiple,5
1,2012-02-04 06:15:00,-154.40416,12.838592,file server,5
1,2012-02-04 06:15:00,-154.40416,12.838592,office,5
1,2012-02-04 06:15:00,-154.38205,12.20622,loan,5
1,2012-02-04 06:15:00,-154.00926,17.420603,multiple,5
1,2012-02-04 06:15:00,-153.9516,26.820017,loan,5
1,2012-02-04 06:15:00,-153.92084,31.16062,office,5
1,2012-02-04 06:15:00,-153.90193,9.587371,office,5
1,2012-02-04 06:15:00,-153.88872,9.3937845,office,5
1,2012-02-04 06:15:00,-153.88365,6.0281067,file server,5
1,2012-02-04 06:15:00,-153.86183,21.17914,multiple,5
1,2012-02-04 06:15:00,-153.84964,25.681526,web,5
1,2012-02-04 06:15:00,-153.82442,17.51288,web,5
1,2012-02-04 06:15:00,-153.7934,28.860653,teller,5
1,2012-02-04 06:15:00,-153.7832,8.073233,web,5
1,2012-02-04 06:15:00,-153.75734,11.471381,office,5
1,2012-02-04 06:15:00,-153.73763,12.841942,file server,5
1,2012-02-04 06:15:00,-153.63293,18.84595,web,5
1,2012-02-04 06:15:00,-153.63293,18.84595,office,5
1,2012-02-04 06:15:00,-153.3644,19.843685,teller,5
1,2012-02-04 06:15:00,-153.26303,24.063335,web,5
1,2012-02-04 06:15:00,-153.12617,10.168641,atm,5
1,2012-02-04 06:15:00,-153.12617,10.168641,multiple,5
1,2012-02-04 06:15:00,-153.12274,31.42288,file server,5
1,2012-02-04 06:15:00,-153.12274,31.42288,web,5
2,2012-02-04 06:15:00,-153.12274,31.42288,office,5
1,2012-02-04 06:15:00,-153.07982,6.850895,multiple,5
1,2012-02-04 06:15:00,-153.01755,29.102097,loan,5
1,2012-02-04 06:15:00,-152.99268,22.19829,compute,5
1,2012-02-04 06:15:00,-152.99268,22.19829,loan,5
1,2012-02-04 06:15:00,-152.7379,20.999176,teller,5
1,2012-02-04 06:15:00,-152.45233,20.245737,loan,5
1,2012-02-04 06:15:00,-152.43501,29.4822,file server,5
1,2012-02-04 06:15:00,-152.32234,25.686155,multiple,5
1,2012-02-04 06:15:00,-152.28792,22.419552,office,5
1,2012-02-04 06:15:00,-152.19556,19.862434,multiple,5
1,2012-02-04 06:15:00,-152.08409,22.639101,office,5
1,2012-02-04 06:15:00,-152.07751,23.800468,multiple,5
1,2012-02-04 06:15:00,-152.07751,23.800468,file server,5
1,2012-02-04 06:15:00,-152.03041,23.018724,atm,5
1,2012-02-04 06:15:00,-152.03041,23.018724,multiple,5
