num_ips,healthtime,longitude,latitude,machinefunction,policystatus
1,2012-02-03 11:15:00,-157.69624,9.970395,atm,5
1,2012-02-03 11:15:00,-157.69624,9.970395,office,5
1,2012-02-03 11:15:00,-156.94113,11.879465,atm,5
1,2012-02-03 11:15:00,-154.6626,22.512934,office,5
1,2012-02-03 11:15:00,-154.40416,12.838592,file server,5
1,2012-02-03 11:15:00,-153.63293,18.84595,web,5
1,2012-02-03 11:15:00,-153.26303,24.063335,web,5
1,2012-02-03 11:15:00,-153.12274,31.42288,office,5
1,2012-02-03 11:15:00,-149.72952,5.2733727,loan,5
1,2012-02-03 11:15:00,-149.42609,25.293894,web,5
11,2012-02-03 11:15:00,-148.8732,25.331583,multiple,5
2,2012-02-03 11:15:00,-148.8732,25.331583,compute,5
4,2012-02-03 11:15:00,-148.8732,25.331583,file server,5
6,2012-02-03 11:15:00,-148.8732,25.331583,web,5
1,2012-02-03 11:15:00,-148.86859,28.082071,loan,5
1,2012-02-03 11:15:00,-148.7358,34.0341,web,5
1,2012-02-03 11:15:00,-148.49321,36.11339,office,5
1,2012-02-03 11:15:00,-148.31659,42.188927,multiple,5
1,2012-02-03 11:15:00,-148.26465,43.43319,web,5
1,2012-02-03 11:15:00,-147.73581,32.923687,teller,5
1,2012-02-03 11:15:00,-147.48132,27.98037,office,5
1,2012-02-03 11:15:00,-146.59946,34.20152,office,5
1,2012-02-03 11:15:00,-146.16203,30.592012,multiple,5
7,2012-02-03 11:15:00,-144.79274,36.03496,multiple,5
26,2012-02-03 11:15:00,-144.79274,36.03496,compute,5
8,2012-02-03 11:15:00,-144.79274,36.03496,file server,5
1,2012-02-03 11:15:00,-144.79274,36.03496,web,5
1,2012-02-03 11:15:00,-143.77087,47.04208,compute,5
1,2012-02-03 11:15:00,-143.19438,19.137197,atm,5
1,2012-02-03 11:15:00,-142.9506,50.451653,multiple,5
1,2012-02-03 11:15:00,-142.74577,38.697796,web,5
1,2012-02-03 11:15:00,-142.06668,37.238605,multiple,5
1,2012-02-03 11:15:00,-141.93486,41.362175,teller,5
1,2012-02-03 11:15:00,-141.85025,47.701202,multiple,5
1,2012-02-03 11:15:00,-141.72156,46.06853,file server,5
1,2012-02-03 11:15:00,-140.9268,50.574036,office,5
1,2012-02-03 11:15:00,-140.78297,50.83114,web,5
1,2012-02-03 11:15:00,-140.20251,53.125618,atm,5
1,2012-02-03 11:15:00,-139.90825,33.085747,file server,5
1,2012-02-03 11:15:00,-139.5853,39.836952,file server,5
1,2012-02-03 11:15:00,-139.54286,39.71374,office,5
1,2012-02-03 11:15:00,-138.14142,-0.91273093,atm,5
8,2012-02-03 11:15:00,-137.75,41.201653,multiple,5
6,2012-02-03 11:15:00,-137.75,41.201653,file server,5
1,2012-02-03 11:15:00,-137.75,41.201653,email,5
8,2012-02-03 11:15:00,-137.75,41.201653,web,5
2,2012-02-03 11:15:00,-137.75,41.201653,office,5
1,2012-02-03 11:15:00,-137.69528,37.443443,web,5
1,2012-02-03 11:15:00,-137.62488,13.299477,office,5
1,2012-02-03 11:15:00,-137.62236,51.33403,office,5
1,2012-02-03 11:15:00,-137.5902,0.33918715,office,5
1,2012-02-03 11:15:00,-137.31322,41.83269,web,5
1,2012-02-03 11:15:00,-136.5004,41.564793,web,5
1,2012-02-03 11:15:00,-136.30339,-1.0267035,web,5
1,2012-02-03 11:15:00,-136.09395,42.91718,web,5
1,2012-02-03 11:15:00,-136.0792,-0.24566217,email,5
1,2012-02-03 11:15:00,-135.86182,42.259083,multiple,5
1,2012-02-03 11:15:00,-135.65419,-5.951071,teller,5
1,2012-02-03 11:15:00,-135.42126,13.999028,teller,5
1,2012-02-03 11:15:00,-134.91833,-12.161462,multiple,5
1,2012-02-03 11:15:00,-134.70062,21.058302,office,5
1,2012-02-03 11:15:00,-134.44516,51.326168,loan,5
1,2012-02-03 11:15:00,-134.37323,-12.9522505,atm,5
1,2012-02-03 11:15:00,-134.37323,-12.9522505,teller,5
2,2012-02-03 11:15:00,-134.23515,19.290314,multiple,5
1,2012-02-03 11:15:00,-134.06,-0.3161695,office,5
1,2012-02-03 11:15:00,-134.02884,18.211166,multiple,5
1,2012-02-03 11:15:00,-133.76749,5.4200563,web,5
1,2012-02-03 11:15:00,-133.56496,5.37282,loan,5
1,2012-02-03 11:15:00,-133.50021,-7.0704703,multiple,5
1,2012-02-03 11:15:00,-133.422,5.4566174,web,5
1,2012-02-03 11:15:00,-133.27333,33.587524,office,5
1,2012-02-03 11:15:00,-133.23273,5.053565,teller,5
1,2012-02-03 11:15:00,-133.18617,5.927195,web,5
1,2012-02-03 11:15:00,-133.18071,23.66833,atm,5
1,2012-02-03 11:15:00,-133.14673,-12.0709915,office,5
1,2012-02-03 11:15:00,-133.02675,-14.441178,multiple,5
2,2012-02-03 11:15:00,-132.81819,-14.632779,web,5
1,2012-02-03 11:15:00,-132.67409,38.54274,multiple,5
1,2012-02-03 11:15:00,-132.5777,5.436167,office,5
1,2012-02-03 11:15:00,-132.45348,4.567854,loan,5
1,2012-02-03 11:15:00,-132.3398,-5.049313,teller,5
1,2012-02-03 11:15:00,-132.33878,39.64631,loan,5
1,2012-02-03 11:15:00,-132.32118,5.801075,atm,5
1,2012-02-03 11:15:00,-132.20848,26.379894,office,5
1,2012-02-03 11:15:00,-132.15572,4.4721417,teller,5
1,2012-02-03 11:15:00,-131.64207,39.49432,office,5
1,2012-02-03 11:15:00,-131.61226,13.408303,atm,5
1,2012-02-03 11:15:00,-131.42058,8.501138,file server,5
1,2012-02-03 11:15:00,-131.13937,11.26127,loan,5
1,2012-02-03 11:15:00,-130.91286,37.662575,loan,5
1,2012-02-03 11:15:00,-130.41206,36.668922,multiple,5
1,2012-02-03 11:15:00,-130.14886,37.824703,atm,5
1,2012-02-03 11:15:00,-129.94295,27.673668,office,5
1,2012-02-03 11:15:00,-129.19452,-5.595678,office,5
1,2012-02-03 11:15:00,-127.95576,-5.8543453,teller,5
1,2012-02-03 11:15:00,-127.76018,-1.7032526,multiple,5
1,2012-02-03 11:15:00,-127.47703,12.633543,file server,5
1,2012-02-03 11:15:00,-127.18754,13.021288,office,5
1,2012-02-03 11:15:00,-127.183174,-10.740404,loan,5
1,2012-02-03 11:15:00,-126.22336,-10.723102,email,5
1,2012-02-03 11:15:00,-126.13647,9.763326,loan,5
1,2012-02-03 11:15:00,-126.11349,43.74718,atm,5
1,2012-02-03 11:15:00,-126.00671,13.668017,office,5
1,2012-02-03 11:15:00,-125.96845,-5.4034967,multiple,5
1,2012-02-03 11:15:00,-125.85187,48.778522,teller,5
1,2012-02-03 11:15:00,-125.57404,12.3597355,multiple,5
1,2012-02-03 11:15:00,-124.86741,17.983639,office,5
1,2012-02-03 11:15:00,-124.775024,35.82577,teller,5
1,2012-02-03 11:15:00,-124.72819,9.897648,loan,5
1,2012-02-03 11:15:00,-124.61338,16.873222,atm,5
1,2012-02-03 11:15:00,-124.61338,16.873222,file server,5
1,2012-02-03 11:15:00,-124.419945,-11.525032,multiple,5
1,2012-02-03 11:15:00,-124.06454,5.670974,email,5
1,2012-02-03 11:15:00,-123.454765,6.4386635,file server,5
