num_ips,healthtime,longitude,latitude,machinefunction,policystatus
1,2012-02-03 06:45:00,-157.69624,9.970395,office,5
1,2012-02-03 06:45:00,-154.40416,12.838592,file server,5
1,2012-02-03 06:45:00,-153.26303,24.063335,web,5
1,2012-02-03 06:45:00,-153.12274,31.42288,office,5
1,2012-02-03 06:45:00,-149.72952,5.2733727,loan,5
5,2012-02-03 06:45:00,-148.8732,25.331583,multiple,5
2,2012-02-03 06:45:00,-148.8732,25.331583,file server,5
4,2012-02-03 06:45:00,-148.8732,25.331583,web,5
1,2012-02-03 06:45:00,-148.7358,34.0341,web,5
1,2012-02-03 06:45:00,-147.48132,27.98037,office,5
1,2012-02-03 06:45:00,-146.16203,30.592012,multiple,5
5,2012-02-03 06:45:00,-144.79274,36.03496,multiple,5
10,2012-02-03 06:45:00,-144.79274,36.03496,compute,5
6,2012-02-03 06:45:00,-144.79274,36.03496,file server,5
1,2012-02-03 06:45:00,-143.77087,47.04208,compute,5
1,2012-02-03 06:45:00,-142.06668,37.238605,multiple,5
1,2012-02-03 06:45:00,-141.72156,46.06853,file server,5
1,2012-02-03 06:45:00,-140.20251,53.125618,atm,5
1,2012-02-03 06:45:00,-139.5853,39.836952,file server,5
1,2012-02-03 06:45:00,-139.54286,39.71374,office,5
3,2012-02-03 06:45:00,-137.75,41.201653,multiple,5
3,2012-02-03 06:45:00,-137.75,41.201653,file server,5
1,2012-02-03 06:45:00,-137.75,41.201653,email,5
4,2012-02-03 06:45:00,-137.75,41.201653,web,5
1,2012-02-03 06:45:00,-137.75,41.201653,office,5
1,2012-02-03 06:45:00,-137.69528,37.443443,web,5
1,2012-02-03 06:45:00,-137.62488,13.299477,office,5
1,2012-02-03 06:45:00,-137.62236,51.33403,office,5
1,2012-02-03 06:45:00,-137.5902,0.33918715,office,5
1,2012-02-03 06:45:00,-136.09395,42.91718,web,5
1,2012-02-03 06:45:00,-135.86182,42.259083,multiple,5
1,2012-02-03 06:45:00,-133.56496,5.37282,loan,5
1,2012-02-03 06:45:00,-132.81819,-14.632779,web,5
1,2012-02-03 06:45:00,-132.5777,5.436167,office,5
1,2012-02-03 06:45:00,-132.3398,-5.049313,teller,5
1,2012-02-03 06:45:00,-132.32118,5.801075,atm,5
1,2012-02-03 06:45:00,-132.20848,26.379894,office,5
1,2012-02-03 06:45:00,-132.15572,4.4721417,teller,5
1,2012-02-03 06:45:00,-131.64207,39.49432,office,5
1,2012-02-03 06:45:00,-131.61226,13.408303,atm,5
1,2012-02-03 06:45:00,-130.91286,37.662575,loan,5
1,2012-02-03 06:45:00,-129.19452,-5.595678,office,5
1,2012-02-03 06:45:00,-127.95576,-5.8543453,teller,5
1,2012-02-03 06:45:00,-127.76018,-1.7032526,multiple,5
1,2012-02-03 06:45:00,-126.22336,-10.723102,email,5
1,2012-02-03 06:45:00,-126.13647,9.763326,loan,5
1,2012-02-03 06:45:00,-126.11349,43.74718,atm,5
1,2012-02-03 06:45:00,-124.775024,35.82577,teller,5
1,2012-02-03 06:45:00,-124.72819,9.897648,loan,5
1,2012-02-03 06:45:00,-124.61338,16.873222,file server,5
5,2012-02-03 06:45:00,-123.36988,-6.6936483,multiple,5
2,2012-02-03 06:45:00,-123.36988,-6.6936483,file server,5
4,2012-02-03 06:45:00,-123.36988,-6.6936483,web,5
3,2012-02-03 06:45:00,-122.5633,-14.542416,multiple,5
15,2012-02-03 06:45:00,-122.5633,-14.542416,compute,5
7,2012-02-03 06:45:00,-122.5633,-14.542416,file server,5
1,2012-02-03 06:45:00,-122.5633,-14.542416,web,5
1,2012-02-03 06:45:00,-120.85235,-4.0273113,compute,5
1,2012-02-03 06:45:00,-118.42643,-4.218306,file server,5
1,2012-02-03 06:45:00,-118.277115,-6.2794356,web,5
1,2012-02-03 06:45:00,-118.21452,36.410824,file server,5
1,2012-02-03 06:45:00,-117.09456,-11.340638,loan,5
1,2012-02-03 06:45:00,-116.954506,48.919888,loan,5
1,2012-02-03 06:45:00,-116.55867,-13.492726,loan,5
1,2012-02-03 06:45:00,-116.4966,51.993008,web,5
1,2012-02-03 06:45:00,-116.48674,6.6931543,multiple,5
1,2012-02-03 06:45:00,-115.315384,14.449325,atm,5
1,2012-02-03 06:45:00,-114.454544,14.404096,office,5
1,2012-02-03 06:45:00,-114.249466,-17.311451,office,5
1,2012-02-03 06:45:00,-113.37895,53.983734,office,5
1,2012-02-03 06:45:00,-113.14055,-16.40311,compute,5
1,2012-02-03 06:45:00,-113.05329,33.441612,office,5
1,2012-02-03 06:45:00,-113.02294,32.78322,multiple,5
1,2012-02-03 06:45:00,-113.02294,32.78322,compute,5
3,2012-02-03 06:45:00,-113.02294,32.78322,file server,5
2,2012-02-03 06:45:00,-113.02294,32.78322,email,5
4,2012-02-03 06:45:00,-113.02294,32.78322,web,5
1,2012-02-03 06:45:00,-112.83267,-0.25828454,multiple,5
1,2012-02-03 06:45:00,-112.4993,20.084064,office,5
1,2012-02-03 06:45:00,-112.465935,18.586603,web,5
1,2012-02-03 06:45:00,-112.46435,-16.519533,atm,5
1,2012-02-03 06:45:00,-112.34451,29.614252,teller,5
1,2012-02-03 06:45:00,-112.150055,11.443554,multiple,5
1,2012-02-03 06:45:00,-112.150055,11.443554,file server,5
1,2012-02-03 06:45:00,-111.829605,60.15015,loan,5
6,2012-02-03 06:45:00,-111.52121,-2.3593233,multiple,5
1,2012-02-03 06:45:00,-111.52121,-2.3593233,file server,5
4,2012-02-03 06:45:00,-111.52121,-2.3593233,web,5
1,2012-02-03 06:45:00,-111.52121,-2.3593233,office,5
1,2012-02-03 06:45:00,-111.4466,19.691618,web,5
1,2012-02-03 06:45:00,-111.13097,7.106434,teller,5
1,2012-02-03 06:45:00,-111.04165,20.836779,loan,5
1,2012-02-03 06:45:00,-110.90516,20.556421,teller,5
1,2012-02-03 06:45:00,-110.60178,18.08425,office,5
1,2012-02-03 06:45:00,-110.56513,12.763832,office,5
1,2012-02-03 06:45:00,-110.44509,33.325996,teller,5
